지점,일시,기온(°C),누적강수량(mm),풍향(deg),풍속(m/s),현지기압(hPa),해면기압(hPa),습도(%),일사(MJ/m^2),일조(Sec)
156,2020-04-01 00:01,10.9,0,213.7,1.2,1006.3,1015,44.7,0,0
156,2020-04-01 00:02,10.9,0,222.4,1.3,1006.3,1015,45,0,0
156,2020-04-01 00:03,10.8,0,219.9,1.1,1006.3,1015,45.2,0,0
156,2020-04-01 00:04,10.8,0,219.2,1,1006.3,1015,45.2,0,0
156,2020-04-01 00:05,10.8,0,236.9,1.3,1006.3,1015,45.3,0,0
156,2020-04-01 00:06,10.8,0,244.8,1.5,1006.3,1015,45.6,0,0
156,2020-04-01 00:07,10.8,0,235.9,.9,1006.2,1014.9,45.8,0,0
156,2020-04-01 00:08,10.8,0,256.5,1.4,1006.2,1014.9,45.6,0,0
156,2020-04-01 00:09,10.9,0,259.5,1.3,1006.2,1014.9,45.3,0,0
156,2020-04-01 00:10,10.9,0,260.6,1.6,1006.2,1014.9,45,0,0
156,2020-04-01 00:11,10.9,0,245.2,1.5,1006.2,1014.9,45.3,0,0
156,2020-04-01 00:12,10.9,0,245.4,1.3,1006.2,1014.9,45.5,0,0
156,2020-04-01 00:13,10.9,0,254.8,1.4,1006.2,1014.9,45.7,.01,0
156,2020-04-01 00:14,10.9,0,257,1.4,1006.2,1014.9,46.1,.01,0
156,2020-04-01 00:15,10.8,0,250.7,1.1,1006.2,1014.9,46.3,.01,0
156,2020-04-01 00:16,10.8,0,242.8,1.7,1006.1,1014.8,45.8,.01,0
156,2020-04-01 00:17,10.9,0,252,1.4,1006.1,1014.8,45.7,.01,0
156,2020-04-01 00:18,10.9,0,246.3,1.4,1006.1,1014.8,45.9,.01,0
156,2020-04-01 00:19,10.9,0,231.7,1.5,1006.1,1014.8,46.1,.01,0
156,2020-04-01 00:20,10.9,0,243,1.6,1006.1,1014.8,46.2,.01,0
156,2020-04-01 00:21,10.8,0,257,1.5,1006.1,1014.8,46.5,.01,0
156,2020-04-01 00:22,10.8,0,241.6,1.8,1006.1,1014.8,46.2,.01,0
156,2020-04-01 00:23,10.8,0,245.5,2,1006.1,1014.8,45.9,.01,0
156,2020-04-01 00:24,10.8,0,240,1.9,1006.1,1014.8,46,.01,0
156,2020-04-01 00:25,10.8,0,244.7,2.2,1006.1,1014.8,45.9,.01,0
156,2020-04-01 00:26,10.8,0,238.9,2.1,1006.2,1014.9,46.2,.02,0
156,2020-04-01 00:27,10.8,0,240.4,1.6,1006.2,1014.9,46.4,.02,0
156,2020-04-01 00:28,10.7,0,251.7,2.1,1006.2,1014.9,46.4,.02,0
156,2020-04-01 00:29,10.7,0,255.8,1.8,1006.2,1014.9,46.7,.02,0
156,2020-04-01 00:30,10.7,0,244.5,1.8,1006.2,1014.9,47,.02,0
156,2020-04-01 00:31,10.7,0,239.2,1.5,1006.2,1014.9,47.2,.02,0
156,2020-04-01 00:32,10.7,0,241.8,1.8,1006.2,1014.9,47.5,.02,0
156,2020-04-01 00:33,10.7,0,244.5,1.4,1006.2,1014.9,47.7,.02,0
156,2020-04-01 00:34,10.7,0,261.7,2,1006.2,1014.9,48,.02,0
156,2020-04-01 00:35,10.7,0,252.6,2,1006.2,1014.9,48.3,.02,0
156,2020-04-01 00:36,10.7,0,248.7,1.8,1006.2,1014.9,48.3,.02,0
156,2020-04-01 00:37,10.7,0,237.5,1.4,1006.2,1014.9,48.6,.02,0
156,2020-04-01 00:38,10.6,0,241.4,1.6,1006.2,1015,48.8,.03,0
156,2020-04-01 00:39,10.6,0,238.6,1.2,1006.1,1014.9,49.2,.03,0
156,2020-04-01 00:40,10.5,0,253.2,1,1006.1,1014.9,49.4,.03,0
156,2020-04-01 00:41,10.5,0,227.1,1.4,1006.1,1014.9,49.6,.03,0
156,2020-04-01 00:42,10.5,0,221.6,1.8,1006.1,1014.9,49.9,.03,0
156,2020-04-01 00:43,10.5,0,233.6,1.9,1006.1,1014.9,49.7,.03,0
156,2020-04-01 00:44,10.5,0,226,2,1006.1,1014.9,49.9,.03,0
156,2020-04-01 00:45,10.5,0,236,1.8,1006.1,1014.9,50.1,.03,0
156,2020-04-01 00:46,10.5,0,237.5,1.7,1006.1,1014.9,49.9,.03,0
156,2020-04-01 00:47,10.5,0,244.9,1.4,1006.1,1014.9,50,.03,0
156,2020-04-01 00:48,10.5,0,238.1,1.2,1006.1,1014.9,50.2,.03,0
156,2020-04-01 00:49,10.5,0,228,1.6,1006.1,1014.9,50.3,.03,0
156,2020-04-01 00:50,10.5,0,234.7,1.9,1006.1,1014.9,50,.04,0
156,2020-04-01 00:51,10.5,0,232.6,2.2,1006.1,1014.9,49.6,.04,0
156,2020-04-01 00:52,10.5,0,239.1,2,1006.2,1015,49.7,.04,0
156,2020-04-01 00:53,10.5,0,235.8,1.5,1006.2,1015,50.3,.04,0
156,2020-04-01 00:54,10.5,0,246.7,1.7,1006.2,1015,50.3,.04,0
156,2020-04-01 00:55,10.5,0,247,2,1006.2,1015,50.3,.04,0
156,2020-04-01 00:56,10.5,0,241,2.2,1006.3,1015.1,50.2,.04,0
156,2020-04-01 00:57,10.5,0,233,2.3,1006.3,1015.1,50.1,.04,0
156,2020-04-01 00:58,10.5,0,235.2,2.5,1006.3,1015.1,50.3,.04,0
156,2020-04-01 00:59,10.5,0,239.9,1.4,1006.3,1015.1,50.3,.04,0
156,2020-04-01 01:00,10.5,0,240.8,1.9,1006.4,1015.2,50.3,.04,0
156,2020-04-01 01:01,10.5,0,244.9,2.1,1006.3,1015.1,50.5,.04,0
156,2020-04-01 01:02,10.5,0,233.1,1.6,1006.3,1015.1,50.7,.05,0
156,2020-04-01 01:03,10.4,0,230.1,1.8,1006.3,1015.1,50.5,.05,0
156,2020-04-01 01:04,10.4,0,230.6,1.5,1006.3,1015.1,50.6,.05,0
