지점,일시,기온(°C),누적강수량(mm),풍향(deg),풍속(m/s),현지기압(hPa),해면기압(hPa),습도(%),일사(MJ/m^2),일조(Sec)
108,2019-09-01 00:01,21.7,0,0,0,1005.7,1015.6,78.7,0,0
108,2019-09-01 00:02,21.7,0,303.3,.8,1005.7,1015.6,78.8,0,0
108,2019-09-01 00:03,21.7,0,306.9,1.1,1005.7,1015.6,79,0,0
108,2019-09-01 00:04,21.7,0,306,1.1,1005.7,1015.6,79.1,0,0
108,2019-09-01 00:05,21.7,0,306.3,1.1,1005.7,1015.6,79.1,0,0
108,2019-09-01 00:06,21.7,0,305.5,1.2,1005.7,1015.6,79.1,0,0
108,2019-09-01 00:07,21.7,0,307.9,1.4,1005.7,1015.6,79.2,0,0
108,2019-09-01 00:08,21.7,0,310.5,1.4,1005.7,1015.6,79.4,0,0
108,2019-09-01 00:09,21.7,0,309.6,1.5,1005.7,1015.6,79.7,0,0
108,2019-09-01 00:10,21.7,0,311.9,1.5,1005.7,1015.6,79.8,0,0
108,2019-09-01 00:11,21.6,0,305.5,1.5,1005.8,1015.7,80,0,0
108,2019-09-01 00:12,21.6,0,307.6,1.5,1005.8,1015.7,80.1,0,0
108,2019-09-01 00:13,21.6,0,318.4,1.3,1005.8,1015.7,80.4,0,0
108,2019-09-01 00:14,21.6,0,317.1,1.2,1005.8,1015.7,80.7,0,0
108,2019-09-01 00:15,21.6,0,323.7,1.1,1005.8,1015.7,80.8,0,0
108,2019-09-01 00:16,21.6,0,312,1.2,1005.7,1015.6,80.9,0,0
108,2019-09-01 00:17,21.6,0,315.4,1.1,1005.8,1015.7,81,0,0
108,2019-09-01 00:18,21.6,0,311.6,1.1,1005.8,1015.7,81.2,0,0
108,2019-09-01 00:19,21.5,0,302.2,1.2,1005.8,1015.7,81.2,0,0
108,2019-09-01 00:20,21.5,0,302.7,1.1,1005.8,1015.7,81.2,0,0
108,2019-09-01 00:21,21.5,0,291.4,1,1005.8,1015.7,81,0,0
108,2019-09-01 00:22,21.5,0,297.1,.9,1005.8,1015.7,80.7,0,0
108,2019-09-01 00:23,21.5,0,304.7,1.1,1005.8,1015.7,80.4,0,0
108,2019-09-01 00:24,21.5,0,308.5,1.1,1005.8,1015.7,80.2,0,0
108,2019-09-01 00:25,21.5,0,312.6,1,1005.8,1015.7,80,0,0
108,2019-09-01 00:26,21.5,0,311,.9,1005.8,1015.7,80.1,0,0
108,2019-09-01 00:27,21.5,0,305.3,.9,1005.8,1015.7,80.2,0,0
108,2019-09-01 00:28,21.5,0,304.4,.7,1005.9,1015.8,80.1,0,0
108,2019-09-01 00:29,21.4,0,305.5,.6,1005.9,1015.8,79.9,0,0
108,2019-09-01 00:30,21.4,0,308.6,.7,1005.9,1015.8,79.8,0,0
108,2019-09-01 00:31,21.4,0,304.3,.7,1005.9,1015.8,79.6,0,0
108,2019-09-01 00:32,21.4,0,306.7,.7,1005.9,1015.8,79.7,0,0
108,2019-09-01 00:33,21.4,0,302.4,.8,1005.9,1015.8,79.7,0,0
108,2019-09-01 00:34,21.4,0,307.5,.9,1005.9,1015.8,79.6,0,0
108,2019-09-01 00:35,21.4,0,306.5,1,1006,1015.9,79.5,0,0
108,2019-09-01 00:36,21.4,0,314.9,.9,1006,1015.9,79.5,0,0
108,2019-09-01 00:37,21.4,0,315.9,.9,1006,1015.9,79.4,0,0
108,2019-09-01 00:38,21.4,0,321.5,1,1006,1015.9,79.4,0,0
108,2019-09-01 00:39,21.3,0,320.2,.9,1006,1015.9,79.3,0,0
108,2019-09-01 00:40,21.4,0,325.7,.8,1006,1015.9,79.4,0,0
108,2019-09-01 00:41,21.3,0,332.1,.9,1006.1,1016,79.4,0,0
108,2019-09-01 00:42,21.3,0,331.1,.8,1006.1,1016,79.5,0,0
108,2019-09-01 00:43,21.3,0,338.8,1,1006.1,1016,79.5,0,0
108,2019-09-01 00:44,21.3,0,334.5,.9,1006.1,1016,79.6,0,0
108,2019-09-01 00:45,21.3,0,334.7,.9,1006.1,1016,79.7,0,0
108,2019-09-01 00:46,21.3,0,337.1,.9,1006.1,1016,79.8,0,0
