지점,일시,기온(°C),누적강수량(mm),풍향(deg),풍속(m/s),현지기압(hPa),해면기압(hPa),습도(%),일사(MJ/m^2),일조(Sec)
108,2020-01-01 00:01,-6.5,0,0,0,1022.6,1033.8,37.8,0,0
108,2020-01-01 00:02,-6.5,0,0,0,1022.6,1033.8,37.4,0,0
108,2020-01-01 00:03,-6.4,0,0,0,1022.6,1033.8,37.6,0,0
108,2020-01-01 00:04,-6.5,0,0,0,1022.6,1033.8,38.7,0,0
108,2020-01-01 00:05,-6.4,0,0,0,1022.6,1033.8,38,0,0
108,2020-01-01 00:06,-6.4,0,0,0,1022.6,1033.8,37.5,0,0
108,2020-01-01 00:07,-6.4,0,0,0,1022.6,1033.8,37.7,0,0
108,2020-01-01 00:08,-6.4,0,0,0,1022.5,1033.7,38.2,0,0
108,2020-01-01 00:09,-6.4,0,0,0,1022.5,1033.7,38.2,0,0
108,2020-01-01 00:10,-6.4,0,0,0,1022.4,1033.6,38.9,0,0
108,2020-01-01 00:11,-6.4,0,0,0,1022.4,1033.6,39.6,0,0
108,2020-01-01 00:12,-6.4,0,0,0,1022.4,1033.6,39.4,0,0
108,2020-01-01 00:13,-6.4,0,0,0,1022.4,1033.6,39,0,0
108,2020-01-01 00:14,-6.4,0,0,0,1022.4,1033.6,39.5,0,0
108,2020-01-01 00:15,-6.4,0,0,0,1022.4,1033.6,39.2,0,0
108,2020-01-01 00:16,-6.4,0,0,0,1022.4,1033.6,38.8,0,0
108,2020-01-01 00:17,-6.4,0,0,0,1022.4,1033.6,38.5,0,0
108,2020-01-01 00:18,-6.4,0,0,0,1022.3,1033.5,38.3,0,0
108,2020-01-01 00:19,-6.4,0,0,0,1022.3,1033.5,38.4,0,0
108,2020-01-01 00:20,-6.3,0,0,0,1022.3,1033.5,37.9,0,0
108,2020-01-01 00:21,-6.3,0,0,0,1022.3,1033.5,38.3,0,0
108,2020-01-01 00:22,-6.3,0,0,0,1022.3,1033.5,38.3,0,0
108,2020-01-01 00:23,-6.4,0,0,0,1022.4,1033.6,38,0,0
108,2020-01-01 00:24,-6.3,0,0,0,1022.3,1033.5,38.8,0,0
108,2020-01-01 00:25,-6.3,0,0,0,1022.3,1033.5,38.7,0,0
108,2020-01-01 00:26,-6.3,0,0,0,1022.3,1033.5,38.8,0,0
108,2020-01-01 00:27,-6.3,0,0,0,1022.3,1033.5,39.3,0,0
108,2020-01-01 00:28,-6.3,0,0,0,1022.3,1033.5,40.2,0,0
108,2020-01-01 00:29,-6.3,0,0,0,1022.3,1033.5,40.5,0,0
108,2020-01-01 00:30,-6.3,0,0,0,1022.2,1033.4,40,0,0
108,2020-01-01 00:31,-6.3,0,0,0,1022.2,1033.4,39.5,0,0
108,2020-01-01 00:32,-6.3,0,0,0,1022.3,1033.5,40.6,0,0
108,2020-01-01 00:33,-6.2,0,0,0,1022.3,1033.5,39,0,0
108,2020-01-01 00:34,-6.2,0,0,0,1022.3,1033.5,38.7,0,0
108,2020-01-01 00:35,-6.2,0,24.1,.3,1022.2,1033.4,38.8,0,0
108,2020-01-01 00:36,-6.2,0,0,0,1022.2,1033.4,38.9,0,0
108,2020-01-01 00:37,-6.2,0,0,0,1022.2,1033.4,39.4,0,0
108,2020-01-01 00:38,-6.2,0,32.2,.2,1022.2,1033.4,39.9,0,0
108,2020-01-01 00:39,-6.2,0,24.7,2.1,1022.2,1033.4,39.7,0,0
108,2020-01-01 00:40,-6.2,0,30.2,1.6,1022.2,1033.4,39.5,0,0
108,2020-01-01 00:41,-6.2,0,41,1.9,1022.1,1033.3,39.4,0,0
108,2020-01-01 00:42,-6.1,0,41.9,1.3,1022.1,1033.3,39.2,0,0
108,2020-01-01 00:43,-6.1,0,33.8,.5,1022.1,1033.3,39.5,0,0
108,2020-01-01 00:44,-6.1,0,0,0,1022.1,1033.3,38.7,0,0
108,2020-01-01 00:45,-6.1,0,0,0,1022.1,1033.3,39.4,0,0
108,2020-01-01 00:46,-6.1,0,59.4,.1,1022.1,1033.3,39.2,0,0
108,2020-01-01 00:47,-6.1,0,108.8,.2,1022,1033.2,39.3,0,0
108,2020-01-01 00:48,-6.1,0,104.2,.4,1022,1033.2,40,0,0
108,2020-01-01 00:49,-6.1,0,36.7,.9,1022,1033.2,40.2,0,0
108,2020-01-01 00:50,-6.1,0,0,0,1022,1033.2,39.8,0,0
108,2020-01-01 00:51,-6.1,0,54.4,1.3,1021.9,1033.1,39.9,0,0
108,2020-01-01 00:52,-6,0,66.9,1.2,1021.9,1033.1,39.9,0,0
108,2020-01-01 00:53,-6,0,37.7,1.3,1021.9,1033.1,40.6,0,0
108,2020-01-01 00:54,-6,0,26.2,1.5,1021.9,1033.1,40.6,0,0
108,2020-01-01 00:55,-6,0,28.4,2.1,1021.9,1033.1,40.8,0,0
108,2020-01-01 00:56,-6,0,30.1,2.5,1021.9,1033.1,40.7,0,0
108,2020-01-01 00:57,-6,0,36.9,2.3,1021.9,1033.1,40.1,0,0
108,2020-01-01 00:58,-6,0,41.2,1.6,1021.8,1033,40,0,0
108,2020-01-01 00:59,-6,0,46.6,1.5,1021.8,1033,39.6,0,0
108,2020-01-01 01:00,-5.9,0,62.8,1.8,1021.8,1033,40.1,0,0
108,2020-01-01 01:01,-5.9,0,55.5,1.1,1021.8,1033,39.9,0,0
108,2020-01-01 01:02,-5.9,0,39.4,.6,1021.8,1033,40.3,0,0
108,2020-01-01 01:03,-5.9,0,32,1.1,1021.7,1032.9,39.6,0,0
108,2020-01-01 01:04,-5.9,0,55.8,.9,1021.7,1032.9,39.8,0,0
108,2020-01-01 01:05,-5.9,0,14.7,.3,1021.7,1032.9,39.8,0,0
108,2020-01-01 01:06,-5.9,0,42,1.2,1021.8,1033,40.4,0,0
108,2020-01-01 01:07,-5.9,0,16.3,1.8,1021.8,1033,39.7,0,0
108,2020-01-01 01:08,-5.9,0,36,2.2,1021.7,1032.9,39.7,0,0
108,2020-01-01 01:09,-5.9,0,36,.8,1021.7,1032.9,39.9,0,0
108,2020-01-01 01:10,-5.9,0,0,0,1021.7,1032.9,40,0,0
108,2020-01-01 01:11,-5.9,0,0,.1,1021.7,1032.9,40.2,0,0
108,2020-01-01 01:12,-5.9,0,21.3,1.8,1021.7,1032.9,40.2,0,0
108,2020-01-01 01:13,-5.9,0,25.5,1.4,1021.7,1032.9,40.8,0,0
108,2020-01-01 01:14,-5.9,0,43.3,1,1021.7,1032.9,40.8,0,0
108,2020-01-01 01:15,-5.9,0,58.9,.3,1021.7,1032.9,41.3,0,0
108,2020-01-01 01:16,-5.9,0,67.5,.5,1021.7,1032.9,40.8,0,0
108,2020-01-01 01:17,-5.9,0,49,1.1,1021.7,1032.9,40.7,0,0
108,2020-01-01 01:18,-5.8,0,0,0,1021.7,1032.9,40.6,0,0
108,2020-01-01 01:19,-5.8,0,0,.1,1021.6,1032.8,40.9,0,0
108,2020-01-01 01:20,-5.8,0,0,0,1021.6,1032.8,40.7,0,0
108,2020-01-01 01:21,-5.8,0,0,.1,1021.7,1032.9,40.9,0,0
108,2020-01-01 01:22,-5.8,0,21.7,.1,1021.7,1032.9,41.4,0,0
108,2020-01-01 01:23,-5.8,0,28.2,.1,1021.7,1032.9,41.6,0,0
108,2020-01-01 01:24,-5.8,0,0,.1,1021.7,1032.9,41.8,0,0
108,2020-01-01 01:25,-5.8,0,0,.1,1021.6,1032.8,41.5,0,0
108,2020-01-01 01:26,-5.8,0,0,.1,1021.6,1032.8,41.2,0,0
108,2020-01-01 01:27,-5.8,0,0,.1,1021.6,1032.8,40.7,0,0
108,2020-01-01 01:28,-5.8,0,0,0,1021.6,1032.8,40.5,0,0
108,2020-01-01 01:29,-5.8,0,0,.1,1021.6,1032.8,40.8,0,0
108,2020-01-01 01:30,-5.8,0,0,.1,1021.6,1032.8,41.7,0,0
108,2020-01-01 01:31,-5.8,0,31.3,.1,1021.6,1032.8,42.2,0,0
108,2020-01-01 01:32,-5.8,0,0,.1,1021.6,1032.8,41.9,0,0
108,2020-01-01 01:33,-5.8,0,0,.1,1021.6,1032.8,41.4,0,0
108,2020-01-01 01:34,-5.8,0,0,0,1021.6,1032.8,40.9,0,0
108,2020-01-01 01:35,-5.8,0,0,.1,1021.6,1032.8,41.2,0,0
108,2020-01-01 01:36,-5.7,0,0,.1,1021.6,1032.8,40.9,0,0
108,2020-01-01 01:37,-5.7,0,0,0,1021.6,1032.8,41.2,0,0
108,2020-01-01 01:38,-5.7,0,0,.1,1021.6,1032.8,40.8,0,0
108,2020-01-01 01:39,-5.7,0,28.2,.1,1021.6,1032.8,41,0,0
108,2020-01-01 01:40,-5.7,0,0,0,1021.6,1032.8,41.4,0,0
108,2020-01-01 01:41,-5.7,0,0,.1,1021.6,1032.8,41.4,0,0
108,2020-01-01 01:42,-5.7,0,0,0,1021.6,1032.8,41.3,0,0
108,2020-01-01 01:43,-5.7,0,0,0,1021.6,1032.8,41.1,0,0
108,2020-01-01 01:44,-5.7,0,0,0,1021.6,1032.8,41.4,0,0
108,2020-01-01 01:45,-5.7,0,0,0,1021.6,1032.8,41.7,0,0
108,2020-01-01 01:46,-5.7,0,0,.1,1021.6,1032.8,41.6,0,0
108,2020-01-01 01:47,-5.7,0,0,.1,1021.6,1032.8,42.3,0,0
108,2020-01-01 01:48,-5.7,0,0,0,1021.6,1032.8,42.4,0,0
108,2020-01-01 01:49,-5.7,0,0,.1,1021.6,1032.8,41.8,0,0
108,2020-01-01 01:50,-5.7,0,0,.1,1021.6,1032.8,41.3,0,0
108,2020-01-01 01:51,-5.7,0,0,.1,1021.6,1032.8,41.7,0,0
108,2020-01-01 01:52,-5.7,0,0,.1,1021.6,1032.8,42.6,0,0
108,2020-01-01 01:53,-5.7,0,0,.1,1021.6,1032.8,41.9,0,0
108,2020-01-01 01:54,-5.7,0,0,.1,1021.6,1032.8,41.9,0,0
