지점,일시,기온(°C),누적강수량(mm),풍향(deg),풍속(m/s),현지기압(hPa),해면기압(hPa),습도(%),일사(MJ/m^2),일조(Sec)
108,2020-02-01 00:01,1.4,0,266.4,.7,1011.8,1022.6,68.5,0,0
108,2020-02-01 00:02,1.4,0,271.1,1.1,1011.8,1022.6,68.4,0,0
108,2020-02-01 00:03,1.4,0,251.6,1.5,1011.8,1022.6,68.4,0,0
108,2020-02-01 00:04,1.3,0,248.5,1,1011.8,1022.6,68.5,0,0
108,2020-02-01 00:05,1.3,0,279,.8,1011.8,1022.6,68.6,0,0
108,2020-02-01 00:06,1.3,0,273.2,1.1,1011.8,1022.6,68.7,0,0
108,2020-02-01 00:07,1.3,0,261.9,.7,1011.7,1022.5,68.9,0,0
108,2020-02-01 00:08,1.3,0,287.7,.7,1011.7,1022.5,69.2,0,0
108,2020-02-01 00:09,1.3,0,285.9,1.1,1011.7,1022.5,69.1,0,0
108,2020-02-01 00:10,1.3,0,272.4,1,1011.7,1022.5,69,0,0
108,2020-02-01 00:11,1.3,0,267.7,1.2,1011.7,1022.5,68.4,0,0
108,2020-02-01 00:12,1.3,0,274.8,.7,1011.7,1022.5,68.7,0,0
108,2020-02-01 00:13,1.3,0,274.6,.9,1011.7,1022.5,69.6,0,0
108,2020-02-01 00:14,1.2,0,269.8,.7,1011.7,1022.5,69.6,0,0
108,2020-02-01 00:15,1.2,0,257.4,.7,1011.7,1022.5,69.3,0,0
108,2020-02-01 00:16,1.3,0,266,.8,1011.7,1022.5,69.3,0,0
108,2020-02-01 00:17,1.2,0,261.2,.7,1011.7,1022.5,69.2,0,0
108,2020-02-01 00:18,1.2,0,273.8,.8,1011.7,1022.5,69,0,0
108,2020-02-01 00:19,1.2,0,271.7,.7,1011.7,1022.5,69.2,0,0
108,2020-02-01 00:20,1.2,0,251.2,.5,1011.7,1022.5,70.4,0,0
108,2020-02-01 00:21,1.2,0,233.2,.6,1011.7,1022.5,71.1,0,0
108,2020-02-01 00:22,1.2,0,254.2,.6,1011.6,1022.4,70.5,0,0
108,2020-02-01 00:23,1.1,0,230,.9,1011.6,1022.4,70.7,0,0
108,2020-02-01 00:24,1.2,0,243.3,.5,1011.6,1022.4,70.6,0,0
108,2020-02-01 00:25,1.1,0,255.9,.4,1011.6,1022.4,71,0,0
108,2020-02-01 00:26,1.1,0,252.8,.9,1011.6,1022.4,71.3,0,0
108,2020-02-01 00:27,1.1,0,222.4,.8,1011.6,1022.4,71.4,0,0
108,2020-02-01 00:28,1.1,0,219.7,.8,1011.6,1022.4,71.7,0,0
108,2020-02-01 00:29,1.1,0,247.7,.6,1011.6,1022.4,72.2,0,0
108,2020-02-01 00:30,1.1,0,233.3,1,1011.6,1022.4,72.2,0,0
108,2020-02-01 00:31,1.1,0,212.7,.7,1011.6,1022.4,71.9,0,0
108,2020-02-01 00:32,1.1,0,211.7,1.1,1011.6,1022.4,71.9,0,0
108,2020-02-01 00:33,1,0,218.1,1.2,1011.6,1022.4,72,0,0
108,2020-02-01 00:34,1,0,199.3,1.3,1011.6,1022.4,71.5,0,0
108,2020-02-01 00:35,1,0,221.5,1.2,1011.6,1022.4,71.2,0,0
108,2020-02-01 00:36,1,0,216.9,.8,1011.6,1022.4,70.9,0,0
108,2020-02-01 00:37,1,0,234.4,.5,1011.6,1022.4,70.8,0,0
