지점,일시,기온(°C),누적강수량(mm),풍향(deg),풍속(m/s),현지기압(hPa),해면기압(hPa),습도(%),일사(MJ/m^2),일조(Sec)
159,2020-05-01 00:01,17.2,0,234.1,5,1007.4,1015.6,83.7,0,0
159,2020-05-01 00:02,17.2,0,256,4.4,1007.4,1015.6,83.9,0,0
159,2020-05-01 00:03,17.1,0,250,6.3,1007.4,1015.6,83.9,0,0
159,2020-05-01 00:04,17.2,0,250.7,5.1,1007.4,1015.6,84,0,0
159,2020-05-01 00:05,17.2,0,247.1,5.3,1007.4,1015.6,84,0,0
159,2020-05-01 00:06,17.1,0,247.1,4.9,1007.4,1015.6,84.1,0,0
159,2020-05-01 00:07,17.1,0,245.5,4.9,1007.3,1015.5,84,0,0
159,2020-05-01 00:08,17.1,0,247.2,5.6,1007.3,1015.5,84,0,0
159,2020-05-01 00:09,17.1,0,250.2,5.9,1007.3,1015.5,84.1,0,0
159,2020-05-01 00:10,17.1,0,248.8,6.4,1007.3,1015.5,84.2,0,0
159,2020-05-01 00:11,17.1,0,240.2,6,1007.4,1015.6,84,0,0
159,2020-05-01 00:12,17.2,0,246.6,6.6,1007.4,1015.6,84.3,0,0
159,2020-05-01 00:13,17.2,0,243.9,6.6,1007.3,1015.5,83.7,0,0
159,2020-05-01 00:14,17.2,0,228.9,7,1007.3,1015.5,84.1,0,0
159,2020-05-01 00:15,17.1,0,239.8,5.2,1007.3,1015.5,83.9,0,0
159,2020-05-01 00:16,17.1,0,251.6,6.1,1007.3,1015.5,84,0,0
159,2020-05-01 00:17,17.1,0,247.6,5.6,1007.3,1015.5,84.1,0,0
159,2020-05-01 00:18,17.1,0,240.2,5.5,1007.3,1015.5,84.2,0,0
159,2020-05-01 00:19,17.1,0,252.5,6.3,1007.3,1015.5,84.4,0,0
159,2020-05-01 00:20,17.1,0,228.6,6.4,1007.3,1015.5,84.2,0,0
159,2020-05-01 00:21,17.1,0,233.2,4.9,1007.2,1015.4,84.6,0,0
159,2020-05-01 00:22,17.1,0,253.5,6.6,1007.3,1015.5,84.5,0,0
159,2020-05-01 00:23,17.1,0,256.2,6.5,1007.3,1015.5,84.3,0,0
159,2020-05-01 00:24,17.1,0,246.5,5.7,1007.3,1015.5,84.2,0,0
159,2020-05-01 00:25,17.1,0,243.6,4.9,1007.2,1015.4,84.3,0,0
159,2020-05-01 00:26,17.1,0,257.9,5.2,1007.2,1015.4,84.4,0,0
159,2020-05-01 00:27,17.1,0,255.4,6.3,1007.3,1015.5,84.6,0,0
159,2020-05-01 00:28,17.1,0,261,6.9,1007.3,1015.5,84.1,0,0
159,2020-05-01 00:29,17.1,0,250,6.1,1007.3,1015.5,84.2,0,0
159,2020-05-01 00:30,17.1,0,235.6,4.6,1007.3,1015.5,84.2,0,0
159,2020-05-01 00:31,17.1,0,261.8,5.2,1007.3,1015.5,84.1,0,0
159,2020-05-01 00:32,17.1,0,243.4,6.3,1007.3,1015.5,84.1,0,0
159,2020-05-01 00:33,17.1,0,248.8,7,1007.3,1015.5,84.3,0,0
159,2020-05-01 00:34,17.2,0,240.6,5.9,1007.3,1015.5,84.1,0,0
159,2020-05-01 00:35,17.1,0,232.6,4.4,1007.3,1015.5,84.2,0,0
159,2020-05-01 00:36,17.1,0,257.9,7.3,1007.3,1015.5,84.1,0,0
159,2020-05-01 00:37,17.1,0,260.7,6.2,1007.3,1015.5,84.3,0,0
159,2020-05-01 00:38,17.1,0,252.7,4.9,1007.3,1015.5,84.1,0,0
159,2020-05-01 00:39,17.2,0,254.2,7.3,1007.3,1015.5,84.1,0,0
159,2020-05-01 00:40,17.2,0,243.7,4.7,1007.4,1015.6,84.1,0,0
159,2020-05-01 00:41,17.1,0,242.5,4.8,1007.4,1015.6,84.1,0,0
159,2020-05-01 00:42,17.2,0,250.3,3.7,1007.4,1015.6,84.1,0,0
159,2020-05-01 00:43,17.2,0,228.7,4.1,1007.4,1015.6,84.1,0,0
159,2020-05-01 00:44,17.2,0,246.6,3.5,1007.4,1015.6,84.2,0,0
159,2020-05-01 00:45,17.2,0,257.1,4.1,1007.4,1015.6,84,0,0
159,2020-05-01 00:46,17.2,0,275.1,4.8,1007.5,1015.7,84,0,0
159,2020-05-01 00:47,17.2,0,230.4,4,1007.5,1015.7,83.9,0,0
159,2020-05-01 00:48,17.2,0,250.1,5.3,1007.4,1015.6,84.1,0,0
159,2020-05-01 00:49,17.2,0,262.8,6,1007.4,1015.6,84,0,0
159,2020-05-01 00:50,17.2,0,257.9,5.2,1007.4,1015.6,84,0,0
159,2020-05-01 00:51,17.2,0,252.3,5.3,1007.5,1015.7,84.1,0,0
159,2020-05-01 00:52,17.2,0,261.3,6.1,1007.5,1015.7,84.2,0,0
159,2020-05-01 00:53,17.2,0,254.1,5.2,1007.5,1015.7,84.1,0,0
159,2020-05-01 00:54,17.2,0,257.7,6.2,1007.5,1015.7,84.2,0,0
159,2020-05-01 00:55,17.2,0,239.4,5.3,1007.5,1015.7,84.1,0,0
159,2020-05-01 00:56,17.2,0,230.1,4.7,1007.5,1015.7,84,0,0
159,2020-05-01 00:57,17.2,0,246.6,4.9,1007.4,1015.6,84.5,0,0
159,2020-05-01 00:58,17.2,0,249.7,4.9,1007.4,1015.6,84.4,0,0
159,2020-05-01 00:59,17.2,0,259.6,5.8,1007.5,1015.7,84.3,0,0
159,2020-05-01 01:00,17.2,0,253.1,6.2,1007.5,1015.7,84.4,0,0
159,2020-05-01 01:01,17.2,0,230.3,4.7,1007.4,1015.6,84.4,0,0
159,2020-05-01 01:02,17.2,0,239.5,2.8,1007.5,1015.7,84.7,0,0
159,2020-05-01 01:03,17.2,0,241.1,4.6,1007.5,1015.7,84.7,0,0
159,2020-05-01 01:04,17.2,0,260.5,6.6,1007.5,1015.7,84.5,0,0
159,2020-05-01 01:05,17.2,0,249,6.8,1007.5,1015.7,84.5,0,0
159,2020-05-01 01:06,17.1,0,254.2,5.6,1007.5,1015.7,84.7,0,0
159,2020-05-01 01:07,17.1,0,254.8,4.3,1007.5,1015.7,84.9,0,0
159,2020-05-01 01:08,17.1,0,255.7,5.3,1007.4,1015.6,85,0,0
159,2020-05-01 01:09,17.1,0,248.1,4.9,1007.4,1015.6,85.2,0,0
159,2020-05-01 01:10,17.1,0,232.2,3.2,1007.4,1015.6,85,0,0
159,2020-05-01 01:11,17.1,0,244.3,4.6,1007.4,1015.6,85.2,0,0
159,2020-05-01 01:12,17.1,0,248.6,4.4,1007.4,1015.6,85,0,0
159,2020-05-01 01:13,17.1,0,256.3,5.1,1007.4,1015.6,85.1,0,0
159,2020-05-01 01:14,17.1,0,258.9,3.7,1007.4,1015.6,85.1,0,0
159,2020-05-01 01:15,17.1,0,239.8,5.1,1007.4,1015.6,85.1,0,0
159,2020-05-01 01:16,17.1,0,248.7,5.5,1007.4,1015.6,85.1,0,0
159,2020-05-01 01:17,17.1,0,221.1,5.2,1007.5,1015.7,84.9,0,0
159,2020-05-01 01:18,17.1,0,212,3.7,1007.5,1015.7,84.9,0,0
159,2020-05-01 01:19,17.1,0,225.4,3.6,1007.5,1015.7,85.1,0,0
159,2020-05-01 01:20,17.1,0,256.6,4.3,1007.5,1015.7,85.3,0,0
159,2020-05-01 01:21,17.1,0,258.6,5.3,1007.5,1015.7,85.2,0,0
159,2020-05-01 01:22,17.1,0,254.1,4.7,1007.5,1015.7,85,0,0
159,2020-05-01 01:23,17.1,0,253.6,5.5,1007.5,1015.7,85.3,0,0
159,2020-05-01 01:24,17.1,0,257.1,4,1007.5,1015.7,85.2,0,0
159,2020-05-01 01:25,17,0,250.3,3.7,1007.5,1015.7,85.2,0,0
159,2020-05-01 01:26,17,0,222.6,2.6,1007.5,1015.7,85.2,0,0
159,2020-05-01 01:27,17,0,237.4,3,1007.5,1015.7,85.2,0,0
159,2020-05-01 01:28,17,0,247.7,4.1,1007.5,1015.7,85.6,0,0
159,2020-05-01 01:29,17,0,228.5,3.5,1007.5,1015.7,85.2,0,0
159,2020-05-01 01:30,17,0,236.4,2.9,1007.5,1015.7,85.7,0,0
159,2020-05-01 01:31,17,0,234.3,3,1007.5,1015.7,85.5,0,0
159,2020-05-01 01:32,17,0,237.2,2.7,1007.5,1015.7,86,0,0
159,2020-05-01 01:33,16.9,0,238.4,3.1,1007.5,1015.7,86,0,0
159,2020-05-01 01:34,16.9,0,249.7,3.2,1007.5,1015.7,86.1,0,0
159,2020-05-01 01:35,16.9,0,238.7,2.9,1007.5,1015.7,85.8,0,0
159,2020-05-01 01:36,16.9,0,247.9,3.6,1007.5,1015.7,86.2,0,0
159,2020-05-01 01:37,16.9,0,248.4,3.6,1007.5,1015.7,86.2,0,0
159,2020-05-01 01:38,16.9,0,237,3.7,1007.4,1015.6,86.5,0,0
159,2020-05-01 01:39,17,0,238.1,4.1,1007.4,1015.6,86.2,0,0
159,2020-05-01 01:40,17,0,230.1,3.1,1007.4,1015.6,86.1,0,0
159,2020-05-01 01:41,16.9,0,217.9,3.1,1007.4,1015.6,86.1,0,0
159,2020-05-01 01:42,16.9,0,241.7,3.2,1007.4,1015.6,85.9,0,0
159,2020-05-01 01:43,16.9,0,235.6,3.6,1007.4,1015.6,86.3,0,0
159,2020-05-01 01:44,16.9,0,238.1,4.1,1007.4,1015.6,86.1,0,0
159,2020-05-01 01:45,16.8,0,260.3,3.1,1007.4,1015.6,86.4,0,0
159,2020-05-01 01:46,16.8,0,257.2,3.5,1007.4,1015.6,86.4,0,0
159,2020-05-01 01:47,16.8,0,259.8,4.1,1007.4,1015.6,86.5,0,0
159,2020-05-01 01:48,16.8,0,255.6,3.9,1007.5,1015.7,86.4,0,0
159,2020-05-01 01:49,16.8,0,250.7,4.3,1007.5,1015.7,86.6,0,0
159,2020-05-01 01:50,16.8,0,259.2,3.9,1007.5,1015.7,86.8,0,0
159,2020-05-01 01:51,16.8,0,255.7,4.5,1007.5,1015.7,86.4,0,0
159,2020-05-01 01:52,16.8,0,245.1,4.4,1007.4,1015.6,86.4,0,0
159,2020-05-01 01:53,16.8,0,240.3,4.2,1007.4,1015.6,86.4,0,0
