지점,일시,기온(°C),누적강수량(mm),풍향(deg),풍속(m/s),현지기압(hPa),해면기압(hPa),습도(%),일사(MJ/m^2),일조(Sec)
156,2020-07-01 00:01,18.9,0,290.8,.8,992.2,1000.5,98.8,0,0
156,2020-07-01 00:02,18.9,0,305.3,1.7,992.2,1000.5,98.8,0,0
156,2020-07-01 00:03,18.9,0,279.7,1.7,992.2,1000.5,98.8,0,0
156,2020-07-01 00:04,18.9,0,289.2,1,992.2,1000.5,98.8,0,0
156,2020-07-01 00:05,18.9,0,275.7,1.1,992.2,1000.5,98.8,0,0
156,2020-07-01 00:06,18.9,0,317.7,1.9,992.3,1000.6,98.8,0,0
156,2020-07-01 00:07,18.9,0,287,1.3,992.3,1000.6,98.8,0,0
156,2020-07-01 00:08,18.9,0,290.5,1,992.3,1000.6,98.8,0,0
156,2020-07-01 00:09,18.9,0,302,.8,992.3,1000.6,98.8,0,0
156,2020-07-01 00:10,18.9,0,264.5,.9,992.3,1000.6,98.8,0,0
156,2020-07-01 00:11,18.8,0,266.8,.8,992.4,1000.7,98.8,0,0
156,2020-07-01 00:12,18.8,0,238.8,.7,992.4,1000.7,98.8,.01,0
156,2020-07-01 00:13,18.8,0,267.7,.1,992.4,1000.7,98.8,.01,0
156,2020-07-01 00:14,18.9,0,274.5,.5,992.4,1000.7,98.8,.01,0
156,2020-07-01 00:15,18.9,0,265,.2,992.4,1000.7,98.8,.01,0
156,2020-07-01 00:16,18.9,0,282.4,.4,992.4,1000.7,98.8,.01,0
156,2020-07-01 00:17,18.9,0,291.5,1.3,992.4,1000.7,98.8,.01,0
156,2020-07-01 00:18,18.9,0,268.2,.6,992.4,1000.7,98.8,.01,0
156,2020-07-01 00:19,18.9,0,281.8,.9,992.4,1000.7,98.8,.01,0
156,2020-07-01 00:20,18.9,0,286.9,1.2,992.4,1000.7,98.8,.01,0
156,2020-07-01 00:21,18.8,0,269.9,1.7,992.4,1000.7,98.8,.01,0
156,2020-07-01 00:22,18.8,0,294,1.8,992.4,1000.7,98.8,.01,0
156,2020-07-01 00:23,18.9,0,298.5,2,992.4,1000.7,98.8,.01,0
156,2020-07-01 00:24,18.8,0,300.4,2.2,992.4,1000.7,98.7,.02,0
156,2020-07-01 00:25,18.9,0,311.2,1.4,992.5,1000.8,98.7,.02,0
156,2020-07-01 00:26,18.9,0,272.4,.7,992.5,1000.8,98.6,.02,0
156,2020-07-01 00:27,18.9,0,297.3,1.8,992.5,1000.8,98.6,.02,0
156,2020-07-01 00:28,18.9,0,282.5,1.4,992.5,1000.8,98.6,.02,0
156,2020-07-01 00:29,18.8,0,304,2.4,992.5,1000.8,98.5,.02,0
156,2020-07-01 00:30,18.8,0,307,1.4,992.6,1000.9,98.5,.02,0
156,2020-07-01 00:31,18.8,0,294.5,1.7,992.6,1000.9,98.5,.02,0
156,2020-07-01 00:32,18.8,0,288.8,2,992.6,1000.9,98.4,.02,0
156,2020-07-01 00:33,18.8,0,287,2.2,992.6,1000.9,98.3,.02,0
156,2020-07-01 00:34,18.8,0,286.8,2.2,992.6,1000.9,98.3,.02,0
156,2020-07-01 00:35,18.8,0,303.1,1.9,992.7,1001,98.2,.02,0
156,2020-07-01 00:36,18.8,0,310.4,1.5,992.7,1001,98.1,.03,0
156,2020-07-01 00:37,18.8,0,313.2,2.3,992.7,1001,98,.03,0
