지점,일시,기온(°C),누적강수량(mm),풍향(deg),풍속(m/s),현지기압(hPa),해면기압(hPa),습도(%),일사(MJ/m^2),일조(Sec)
108,2019-08-01 00:01,25.2,0,262.3,1.2,1001.3,1011.1,95.4,0,0
108,2019-08-01 00:02,25.1,0,274.2,1.5,1001.4,1011.2,95.3,0,0
108,2019-08-01 00:03,25.1,0,268.3,1.6,1001.4,1011.2,95.3,0,0
108,2019-08-01 00:04,25.1,0,287,1.5,1001.4,1011.2,95.3,0,0
108,2019-08-01 00:05,25.1,0,309.9,1.2,1001.4,1011.2,95.3,0,0
108,2019-08-01 00:06,25.1,0,272.9,1.4,1001.4,1011.2,95.3,0,0
108,2019-08-01 00:07,25.1,0,260.2,1.1,1001.4,1011.2,95.3,0,0
108,2019-08-01 00:08,25.1,0,299.3,1,1001.4,1011.2,95.3,0,0
108,2019-08-01 00:09,25.1,0,270.1,.9,1001.4,1011.2,95.3,0,0
108,2019-08-01 00:10,25.1,0,296.4,.9,1001.4,1011.2,95.3,0,0
108,2019-08-01 00:11,25.1,0,309,1,1001.4,1011.2,95.3,0,0
108,2019-08-01 00:12,25.1,0,295,1,1001.4,1011.2,95.3,0,0
108,2019-08-01 00:13,25.1,0,248.7,1,1001.4,1011.2,95.4,0,0
108,2019-08-01 00:14,25,0,317.6,1.4,1001.4,1011.2,95.3,0,0
108,2019-08-01 00:15,25.1,0,272,1.7,1001.5,1011.3,95.4,0,0
108,2019-08-01 00:16,25,0,264,1.1,1001.5,1011.3,95.4,0,0
108,2019-08-01 00:17,25.1,0,312.6,1.2,1001.5,1011.3,95.4,0,0
108,2019-08-01 00:18,24.9,0,286.3,1.2,1001.5,1011.3,95.3,0,0
108,2019-08-01 00:19,24.9,0,295.1,1.2,1001.4,1011.2,95.3,0,0
108,2019-08-01 00:20,25,0,326.9,1.4,1001.4,1011.2,95.3,0,0
108,2019-08-01 00:21,25,0,314.8,1.5,1001.4,1011.2,95.4,0,0
108,2019-08-01 00:22,25.1,0,306,2.3,1001.4,1011.2,95.4,0,0
108,2019-08-01 00:23,25,0,306.7,2.2,1001.4,1011.2,95.4,0,0
108,2019-08-01 00:24,25,0,286.1,1.2,1001.5,1011.3,95.4,0,0
108,2019-08-01 00:25,25,0,291.5,1.3,1001.5,1011.3,95.4,0,0
108,2019-08-01 00:26,25,0,277.1,.9,1001.5,1011.3,95.4,0,0
108,2019-08-01 00:27,25,0,312.9,.7,1001.5,1011.3,95.5,0,0
108,2019-08-01 00:28,25,0,310.7,1.4,1001.5,1011.3,95.5,0,0
108,2019-08-01 00:29,25,0,310.9,1.5,1001.5,1011.3,95.5,0,0
108,2019-08-01 00:30,25,0,306.7,.6,1001.5,1011.3,95.5,0,0
108,2019-08-01 00:31,25,0,293.6,.6,1001.4,1011.2,95.5,0,0
108,2019-08-01 00:32,25,0,323.9,.4,1001.4,1011.2,95.5,0,0
108,2019-08-01 00:33,24.9,0,324.6,1.1,1001.4,1011.2,95.5,0,0
108,2019-08-01 00:34,24.9,0,292.6,1,1001.4,1011.2,95.5,0,0
108,2019-08-01 00:35,24.9,0,290.5,.8,1001.4,1011.2,95.5,0,0
108,2019-08-01 00:36,24.9,0,267.8,.2,1001.4,1011.2,95.5,0,0
108,2019-08-01 00:37,24.9,0,0,0,1001.4,1011.2,95.5,0,0
108,2019-08-01 00:38,24.9,.1,0,0,1001.3,1011.1,95.5,0,0
108,2019-08-01 00:39,24.9,.2,250.1,.4,1001.3,1011.1,95.5,0,0
108,2019-08-01 00:40,24.8,.2,242.6,.3,1001.3,1011.1,95.5,0,0
108,2019-08-01 00:41,24.8,.2,284.3,.2,1001.3,1011.1,95.5,0,0
108,2019-08-01 00:42,24.8,.3,280.3,.7,1001.3,1011.1,95.5,0,0
108,2019-08-01 00:43,24.8,.4,274.4,.6,1001.3,1011.1,95.5,0,0
108,2019-08-01 00:44,24.8,.6,269.8,.9,1001.3,1011.1,95.5,0,0
108,2019-08-01 00:45,24.8,.7,268.5,1.2,1001.3,1011.1,95.5,0,0
108,2019-08-01 00:46,24.8,.9,291.2,1.6,1001.3,1011.1,95.5,0,0
108,2019-08-01 00:47,24.8,1,325.2,.9,1001.2,1011,95.5,0,0
108,2019-08-01 00:48,24.8,1.1,306.6,.7,1001.2,1011,95.6,0,0
108,2019-08-01 00:49,24.8,1.2,337.4,.9,1001.1,1010.9,95.6,0,0
108,2019-08-01 00:50,24.8,1.2,331.4,.4,1001.1,1010.9,95.7,0,0
108,2019-08-01 00:51,24.8,1.3,323.8,.2,1001.1,1010.9,95.7,0,0
108,2019-08-01 00:52,24.8,1.3,0,0,1001,1010.8,95.7,0,0
108,2019-08-01 00:53,24.8,1.4,.2,.4,1001,1010.8,95.8,0,0
108,2019-08-01 00:54,24.8,1.5,355,.9,1001,1010.8,95.8,0,0
108,2019-08-01 00:55,24.8,1.6,320.1,1,1001.1,1010.9,95.9,0,0
108,2019-08-01 00:56,24.8,1.8,315,1,1001.1,1010.9,95.9,0,0
108,2019-08-01 00:57,24.8,1.8,310.1,.7,1001.1,1010.9,95.9,0,0
108,2019-08-01 00:58,24.8,1.9,306.7,.5,1001.1,1010.9,96,0,0
108,2019-08-01 00:59,24.8,1.9,0,0,1001.2,1011,96,0,0
108,2019-08-01 01:00,24.8,2,0,0,1001.2,1011,96,0,0
108,2019-08-01 01:01,24.8,2,261.5,.7,1001.2,1011,96,0,0
108,2019-08-01 01:02,24.7,2.1,309.4,.5,1001.2,1010.9,96,0,0
108,2019-08-01 01:03,24.7,2.1,313.1,.8,1001.2,1010.9,96,0,0
108,2019-08-01 01:04,24.7,2.2,5.8,.6,1001.2,1010.9,96,0,0
108,2019-08-01 01:05,24.7,2.2,240.2,.5,1001.2,1010.9,96.1,0,0
108,2019-08-01 01:06,24.7,2.3,0,0,1001.2,1010.9,96,0,0
108,2019-08-01 01:07,24.7,2.5,337.7,.1,1001.2,1010.9,96.1,0,0
108,2019-08-01 01:08,24.7,2.5,0,0,1001.2,1010.9,96.1,0,0
108,2019-08-01 01:09,24.7,2.6,255.7,.3,1001.2,1010.9,96.1,0,0
108,2019-08-01 01:10,24.7,2.7,299.3,.2,1001.2,1010.9,96.1,0,0
108,2019-08-01 01:11,24.7,2.7,0,0,1001.1,1010.8,96.1,0,0
108,2019-08-01 01:12,24.7,2.7,341,.6,1001.1,1010.8,96.1,0,0
108,2019-08-01 01:13,24.7,2.8,281.2,.3,1001.1,1010.8,96.1,0,0
108,2019-08-01 01:14,24.7,2.8,281.4,.3,1001.2,1010.9,96.1,0,0
108,2019-08-01 01:15,24.6,3.2,270.8,.9,1001.2,1010.9,96.1,0,0
108,2019-08-01 01:16,24.6,3.4,297.4,.5,1001.2,1010.9,96.1,0,0
108,2019-08-01 01:17,24.6,3.5,0,0,1001.2,1010.9,96.2,0,0
108,2019-08-01 01:18,24.6,3.5,0,.1,1001.2,1010.9,96.2,0,0
108,2019-08-01 01:19,24.6,3.7,305.1,.4,1001.2,1010.9,96.2,0,0
108,2019-08-01 01:20,24.6,3.9,254.8,1.4,1001.3,1011,96.2,0,0
108,2019-08-01 01:21,24.6,4.1,273,1.4,1001.3,1011,96.3,0,0
108,2019-08-01 01:22,24.6,4.3,235.9,1.2,1001.4,1011.1,96.3,0,0
108,2019-08-01 01:23,24.5,4.8,277.4,1.5,1001.4,1011.1,96.3,0,0
108,2019-08-01 01:24,24.5,5.1,300.9,.9,1001.3,1011,96.3,0,0
108,2019-08-01 01:25,24.5,5.2,319,1.7,1001.3,1011,96.3,0,0
108,2019-08-01 01:26,24.5,5.2,357.4,1.2,1001.3,1011,96.3,0,0
108,2019-08-01 01:27,24.5,5.4,342.6,1.6,1001.3,1011,96.3,0,0
108,2019-08-01 01:28,24.5,5.5,322.1,1.9,1001.4,1011.1,96.3,0,0
108,2019-08-01 01:29,24.5,5.7,316.3,1.3,1001.4,1011.1,96.4,0,0
108,2019-08-01 01:30,24.5,5.7,5.6,1.3,1001.5,1011.2,96.4,0,0
108,2019-08-01 01:31,24.5,5.8,222.8,1.1,1001.5,1011.2,96.4,0,0
108,2019-08-01 01:32,24.5,5.9,235.3,.4,1001.5,1011.2,96.5,0,0
108,2019-08-01 01:33,24.4,6,181.8,.2,1001.5,1011.2,96.5,0,0
108,2019-08-01 01:34,24.4,6,214,.6,1001.5,1011.2,96.5,0,0
108,2019-08-01 01:35,24.4,6.1,224.4,1,1001.5,1011.2,96.5,0,0
108,2019-08-01 01:36,24.4,6.2,255.7,.9,1001.4,1011.1,96.5,0,0
108,2019-08-01 01:37,24.4,6.2,242.6,.8,1001.4,1011.1,96.5,0,0
108,2019-08-01 01:38,24.4,6.3,255.9,.7,1001.4,1011.1,96.6,0,0
108,2019-08-01 01:39,24.4,6.3,267.1,.7,1001.4,1011.1,96.6,0,0
108,2019-08-01 01:40,24.4,6.3,225.3,.9,1001.4,1011.1,96.6,0,0
108,2019-08-01 01:41,24.4,6.4,227.5,1.2,1001.5,1011.2,96.6,0,0
108,2019-08-01 01:42,24.5,6.4,238.7,.9,1001.5,1011.2,96.6,0,0
108,2019-08-01 01:43,24.5,6.5,229.6,.9,1001.5,1011.2,96.6,0,0
108,2019-08-01 01:44,24.5,6.5,209.3,.9,1001.5,1011.2,96.6,0,0
