지점,시간,기온(°C),누적강수량(mm),풍향(deg),풍속(m/s),현지기압(hPa),해면기압(hPa),습도(%),일사(MJ/m^2),일조(Sec)
176,2015-03-01 00:01,.5,0,53.1,.2,1015.6,1021.8,97.9,0,0
176,2015-03-01 00:02,.5,0,50.6,.2,1015.6,1021.8,97.9,0,0
176,2015-03-01 00:03,.5,0,49.3,.2,1015.5,1021.7,97.9,0,0
176,2015-03-01 00:04,.4,0,44.5,.2,1015.5,1021.7,97.9,0,0
176,2015-03-01 00:05,.4,0,43.2,.2,1015.5,1021.7,97.9,0,0
176,2015-03-01 00:06,.4,0,43.2,.2,1015.5,1021.7,98,0,0
176,2015-03-01 00:07,.4,0,38.4,.2,1015.4,1021.6,98,0,0
176,2015-03-01 00:08,.4,0,33.3,.2,1015.4,1021.6,98,0,0
176,2015-03-01 00:09,.4,0,36.1,.2,1015.4,1021.6,98,0,0
176,2015-03-01 00:10,.3,0,36.1,.2,1015.4,1021.6,98.1,0,0
176,2015-03-01 00:11,.3,0,38.6,.2,1015.4,1021.6,98.1,0,0
176,2015-03-01 00:12,.3,.5,40.8,.2,1015.5,1021.7,98.1,0,0
176,2015-03-01 00:13,.3,.5,41.5,.2,1015.5,1021.7,98.1,0,0
176,2015-03-01 00:14,.2,.5,45.7,.1,1015.5,1021.7,98.2,0,0
176,2015-03-01 00:15,.2,.5,47.9,.1,1015.6,1021.8,98.2,0,0
176,2015-03-01 00:16,.2,.5,54.9,.1,1015.5,1021.7,98.2,0,0
176,2015-03-01 00:17,.2,.5,54.9,.1,1015.5,1021.7,98.2,0,0
176,2015-03-01 00:18,.2,.5,56.1,0,1015.4,1021.6,98.3,0,0
176,2015-03-01 00:19,.2,.5,0,0,1015.4,1021.6,98.3,0,0
176,2015-03-01 00:20,.2,.5,0,0,1015.4,1021.6,98.3,0,0
176,2015-03-01 00:21,.2,1,0,0,1015.4,1021.6,98.4,0,0
176,2015-03-01 00:22,.2,1,0,0,1015.4,1021.6,98.4,0,0
176,2015-03-01 00:23,.2,1,0,0,1015.3,1021.5,98.4,0,0
176,2015-03-01 00:24,.2,1,0,0,1015.3,1021.5,98.4,0,0
176,2015-03-01 00:25,.2,1,0,0,1015.4,1021.6,98.4,0,0
176,2015-03-01 00:26,.2,1,0,0,1015.4,1021.6,98.5,0,0
176,2015-03-01 00:27,.2,1,0,0,1015.4,1021.6,98.5,0,0
176,2015-03-01 00:28,.2,1,0,0,1015.4,1021.6,98.5,0,0
176,2015-03-01 00:29,.2,1,0,0,1015.4,1021.6,98.5,0,0
176,2015-03-01 00:30,.2,1,0,0,1015.4,1021.6,98.5,0,0
176,2015-03-01 00:31,.2,1,0,0,1015.4,1021.6,98.6,0,0
176,2015-03-01 00:32,.2,1,0,0,1015.4,1021.6,98.6,0,0
176,2015-03-01 00:33,.2,1,0,0,1015.4,1021.6,98.6,0,0
176,2015-03-01 00:34,.2,1,0,0,1015.4,1021.6,98.6,0,0
176,2015-03-01 00:35,.2,1,0,0,1015.4,1021.6,98.6,0,0
176,2015-03-01 00:36,.2,1,0,0,1015.4,1021.6,98.6,0,0
176,2015-03-01 00:37,.2,1,0,0,1015.4,1021.6,98.6,0,0
176,2015-03-01 00:38,.2,1,0,0,1015.3,1021.5,98.6,0,0
176,2015-03-01 00:39,.2,1,0,0,1015.3,1021.5,98.7,0,0
176,2015-03-01 00:40,.2,1,0,0,1015.3,1021.5,98.7,0,0
176,2015-03-01 00:41,.2,1,0,0,1015.3,1021.5,98.7,0,0
176,2015-03-01 00:42,.2,1,0,0,1015.2,1021.4,98.7,0,0
176,2015-03-01 00:43,.2,1,0,0,1015.2,1021.4,98.7,0,0
176,2015-03-01 00:44,.2,1,0,0,1015.2,1021.4,98.7,0,0
176,2015-03-01 00:45,.2,1,0,0,1015.3,1021.5,98.7,0,0
176,2015-03-01 00:46,.2,1,0,0,1015.3,1021.5,98.7,0,0
176,2015-03-01 00:47,.2,1,0,0,1015.3,1021.5,98.8,0,0
176,2015-03-01 00:48,.2,1,0,0,1015.3,1021.5,98.8,0,0
176,2015-03-01 00:49,.2,1,0,0,1015.3,1021.5,98.8,0,0
176,2015-03-01 00:50,.2,1,0,0,1015.3,1021.5,98.8,0,0
176,2015-03-01 00:51,.2,1,0,0,1015.3,1021.5,98.8,0,0
176,2015-03-01 00:52,.2,1,0,0,1015.3,1021.5,98.8,0,0
176,2015-03-01 00:53,.2,1,0,0,1015.2,1021.4,98.8,0,0
176,2015-03-01 00:54,.2,1,0,0,1015.2,1021.4,98.8,0,0
176,2015-03-01 00:55,.2,1,0,0,1015.2,1021.4,98.8,0,0
176,2015-03-01 00:56,.2,1,0,0,1015.2,1021.4,98.9,0,0
176,2015-03-01 00:57,.2,1,0,0,1015.2,1021.4,98.9,0,0
176,2015-03-01 00:58,.3,1,0,0,1015.3,1021.5,98.9,0,0
176,2015-03-01 00:59,.3,1,0,0,1015.3,1021.5,98.9,0,0
176,2015-03-01 01:00,.3,1,275,0,1015.3,1021.5,98.9,0,0
176,2015-03-01 01:01,.3,1,277.3,.1,1015.3,1021.5,98.9,0,0
176,2015-03-01 01:02,.3,1,277.3,.1,1015.3,1021.5,98.9,0,0
176,2015-03-01 01:03,.3,1.5,277.3,.1,1015.3,1021.5,98.9,0,0
176,2015-03-01 01:04,.3,1.5,277.3,.1,1015.3,1021.5,98.9,0,0
176,2015-03-01 01:05,.3,1.5,277.3,.1,1015.3,1021.5,98.9,0,0
176,2015-03-01 01:06,.3,1.5,277.3,.1,1015.3,1021.5,98.9,0,0
176,2015-03-01 01:07,.3,1.5,277.3,.1,1015.3,1021.5,98.9,0,0
176,2015-03-01 01:08,.3,1.5,277.3,.1,1015.3,1021.5,99,0,0
176,2015-03-01 01:09,.3,1.5,277.3,.1,1015.3,1021.5,99,0,0
176,2015-03-01 01:10,.3,1.5,279.6,0,1015.2,1021.4,98.9,0,0
176,2015-03-01 01:11,.3,1.5,0,0,1015.2,1021.4,99,0,0
176,2015-03-01 01:12,.3,1.5,0,0,1015.2,1021.4,99,0,0
176,2015-03-01 01:13,.3,1.5,0,0,1015.2,1021.4,99,0,0
176,2015-03-01 01:14,.2,1.5,0,0,1015.2,1021.4,99,0,0
176,2015-03-01 01:15,.2,1.5,108.9,0,1015.1,1021.3,99,0,0
176,2015-03-01 01:16,.2,1.5,106.3,.1,1015.1,1021.3,99,0,0
176,2015-03-01 01:17,.1,1.5,102.4,.1,1015.1,1021.3,99,0,0
176,2015-03-01 01:18,.1,1.5,100.6,.1,1015.1,1021.3,99,0,0
176,2015-03-01 01:19,.1,1.5,100.6,.2,1015.1,1021.3,99,0,0
176,2015-03-01 01:20,.2,1.5,100.5,.2,1015,1021.2,99,0,0
176,2015-03-01 01:21,.1,1.5,100.1,.2,1015,1021.2,99,0,0
176,2015-03-01 01:22,.1,1.5,100.7,.3,1014.9,1021.1,99,0,0
176,2015-03-01 01:23,.1,1.5,102,.3,1014.9,1021.1,99,0,0
176,2015-03-01 01:24,.1,1.5,103.8,.4,1015,1021.2,99,0,0
176,2015-03-01 01:25,.1,1.5,105.2,.4,1015,1021.2,99,0,0
176,2015-03-01 01:26,.1,2,106.5,.5,1014.9,1021.1,99,0,0
176,2015-03-01 01:27,.1,2,108.6,.5,1014.9,1021.1,99.1,0,0
176,2015-03-01 01:28,.1,2,110.7,.5,1014.9,1021.1,99,0,0
176,2015-03-01 01:29,.1,2,112.9,.5,1014.9,1021.1,99.1,0,0
176,2015-03-01 01:30,.1,2,115.7,.5,1014.9,1021.1,99.1,0,0
176,2015-03-01 01:31,.1,2,119.1,.5,1014.9,1021.1,99.1,0,0
176,2015-03-01 01:32,.1,2,121.2,.5,1014.9,1021.1,99.1,0,0
176,2015-03-01 01:33,.1,2,121.3,.5,1014.8,1021,99.1,0,0
176,2015-03-01 01:34,.1,2,119.8,.5,1014.8,1021,99.1,0,0
176,2015-03-01 01:35,.1,2,117.4,.4,1014.8,1021,99.1,0,0
176,2015-03-01 01:36,.1,2,115.2,.4,1014.7,1020.9,99.1,0,0
176,2015-03-01 01:37,.1,2,112.8,.3,1014.7,1020.9,99.1,0,0
176,2015-03-01 01:38,.1,2,112.5,.3,1014.7,1020.9,99.1,0,0
176,2015-03-01 01:39,.1,2,111.2,.2,1014.6,1020.8,99.1,0,0
176,2015-03-01 01:40,.1,2,110.2,.2,1014.6,1020.8,99.1,0,0
176,2015-03-01 01:41,.1,2,108.8,.2,1014.6,1020.8,99.1,0,0
176,2015-03-01 01:42,.1,2,107.2,.2,1014.5,1020.7,99.1,0,0
176,2015-03-01 01:43,.1,2,106.6,.2,1014.5,1020.7,99.1,0,0
176,2015-03-01 01:44,.1,2,106.7,.2,1014.5,1020.7,99.1,0,0
176,2015-03-01 01:45,.1,2,107.3,.2,1014.5,1020.7,99.1,0,0
176,2015-03-01 01:46,.1,2,108.4,.2,1014.5,1020.7,99.1,0,0
