지점,일시,기온(°C),누적강수량(mm),풍향(deg),풍속(m/s),현지기압(hPa),해면기압(hPa),습도(%),일사(MJ/m^2),일조(Sec)
108,2020-10-01 00:01,16.8,0,41.1,2.1,1001.8,1011.9,90.5,0,0
108,2020-10-01 00:02,16.8,0,50.1,2,1001.8,1011.9,91,0,0
108,2020-10-01 00:03,16.8,0,36.9,1.4,1001.8,1011.9,90.9,0,0
108,2020-10-01 00:04,16.8,0,27.3,1.7,1001.8,1011.9,90.6,0,0
108,2020-10-01 00:05,16.8,0,41.7,2.1,1001.8,1011.9,90.6,0,0
108,2020-10-01 00:06,16.8,0,36.2,2.1,1001.8,1011.9,90.9,0,0
108,2020-10-01 00:07,16.8,0,32.1,1.9,1001.8,1011.9,91,0,0
108,2020-10-01 00:08,16.8,0,38.8,1.9,1001.8,1011.9,90.3,0,0
108,2020-10-01 00:09,16.8,0,38.1,1.8,1001.8,1011.9,90.5,0,0
108,2020-10-01 00:10,16.8,0,33.9,2,1001.8,1011.9,90.5,0,0
108,2020-10-01 00:11,16.8,0,31.4,2.5,1001.8,1011.9,90.3,0,0
108,2020-10-01 00:12,16.8,0,32.1,2.4,1001.8,1011.9,90,0,0
108,2020-10-01 00:13,16.8,0,30.3,1.9,1001.8,1011.9,90.4,0,0
108,2020-10-01 00:14,16.8,0,47.8,1.5,1001.8,1011.9,90.7,0,0
108,2020-10-01 00:15,16.8,0,38.2,2.4,1001.8,1011.9,90.5,0,0
108,2020-10-01 00:16,16.8,0,36.8,2.3,1001.8,1011.9,90.4,0,0
108,2020-10-01 00:17,16.8,0,40.2,2.1,1001.8,1011.9,90.6,0,0
108,2020-10-01 00:18,16.8,0,45.2,2.5,1001.8,1011.9,89.7,0,0
108,2020-10-01 00:19,16.8,0,34.9,2.3,1001.8,1011.9,90.3,0,0
108,2020-10-01 00:20,16.8,0,49.5,2.4,1001.8,1011.9,90.9,0,0
108,2020-10-01 00:21,16.8,0,39.5,2.3,1001.8,1011.9,91.1,0,0
108,2020-10-01 00:22,16.8,0,41.9,2.4,1001.8,1011.9,90.6,0,0
108,2020-10-01 00:23,16.7,0,41.3,2.5,1001.8,1011.9,90.3,0,0
108,2020-10-01 00:24,16.7,0,41.1,2.6,1001.8,1011.9,90.9,0,0
108,2020-10-01 00:25,16.7,0,42.2,2.6,1001.8,1011.9,90.2,0,0
108,2020-10-01 00:26,16.7,0,47.7,2.5,1001.8,1011.9,90.2,0,0
108,2020-10-01 00:27,16.7,0,46.5,2.7,1001.8,1011.9,89.9,0,0
108,2020-10-01 00:28,16.7,0,49.8,2.9,1001.8,1011.9,89.7,0,0
108,2020-10-01 00:29,16.7,0,46.7,3,1001.8,1011.9,89.7,0,0
108,2020-10-01 00:30,16.7,0,47.5,2.6,1001.8,1011.9,89.8,0,0
108,2020-10-01 00:31,16.7,0,50.7,2.7,1001.8,1011.9,89.8,0,0
108,2020-10-01 00:32,16.7,0,52.1,2.3,1001.8,1011.9,89.8,0,0
108,2020-10-01 00:33,16.7,0,44.7,2.1,1001.8,1011.9,89.8,0,0
108,2020-10-01 00:34,16.7,0,53.2,2.8,1001.8,1011.9,90.3,0,0
108,2020-10-01 00:35,16.7,0,57,2.7,1001.8,1011.9,90.2,0,0
108,2020-10-01 00:36,16.7,0,56.6,2.6,1001.7,1011.8,90.1,0,0
108,2020-10-01 00:37,16.7,0,51.4,2.6,1001.7,1011.8,89.8,0,0
108,2020-10-01 00:38,16.6,0,48.9,2.9,1001.7,1011.8,89.8,0,0
108,2020-10-01 00:39,16.6,0,52.2,2.4,1001.7,1011.8,89.7,0,0
108,2020-10-01 00:40,16.7,0,55,2.4,1001.7,1011.8,88.9,0,0
108,2020-10-01 00:41,16.7,0,54.1,2.9,1001.7,1011.8,88.8,0,0
108,2020-10-01 00:42,16.7,0,58.5,2.6,1001.7,1011.8,88.4,0,0
108,2020-10-01 00:43,16.7,0,61.3,2.6,1001.7,1011.8,88.5,0,0
108,2020-10-01 00:44,16.6,0,54,2.1,1001.7,1011.8,88.3,0,0
108,2020-10-01 00:45,16.6,0,56,2.6,1001.7,1011.8,88.1,0,0
108,2020-10-01 00:46,16.6,0,50.8,3,1001.7,1011.8,88.4,0,0
108,2020-10-01 00:47,16.7,0,46.5,2.3,1001.8,1011.9,87.6,0,0
108,2020-10-01 00:48,16.7,0,51.1,2.8,1001.8,1011.9,87.6,0,0
108,2020-10-01 00:49,16.7,0,49.4,2.8,1001.8,1011.9,88,0,0
108,2020-10-01 00:50,16.7,0,46.3,2.4,1001.8,1011.9,87.9,0,0
108,2020-10-01 00:51,16.6,0,40.5,2,1001.8,1011.9,87.4,0,0
108,2020-10-01 00:52,16.6,0,36.3,2.6,1001.8,1011.9,87.9,0,0
108,2020-10-01 00:53,16.6,0,44.1,2.5,1001.8,1011.9,88.1,0,0
108,2020-10-01 00:54,16.6,0,41.8,2.4,1001.9,1012,87.1,0,0
108,2020-10-01 00:55,16.6,0,49.8,2.7,1001.9,1012,87.4,0,0
108,2020-10-01 00:56,16.6,0,47.6,3,1001.9,1012,88.3,0,0
108,2020-10-01 00:57,16.6,0,44.1,3.2,1001.9,1012,88.1,0,0
108,2020-10-01 00:58,16.6,0,50.5,3,1001.9,1012,87.6,0,0
108,2020-10-01 00:59,16.6,0,43.2,2.6,1001.9,1012,88.6,0,0
108,2020-10-01 01:00,16.5,0,51.3,2.3,1001.8,1011.9,87.7,0,0
108,2020-10-01 01:01,16.5,0,44.1,2.3,1001.8,1011.9,88.2,0,0
108,2020-10-01 01:02,16.5,0,47.5,2.2,1001.8,1011.9,87.8,0,0
108,2020-10-01 01:03,16.5,0,47.3,2.6,1001.8,1011.9,87.7,0,0
108,2020-10-01 01:04,16.5,0,49.2,2.6,1001.8,1011.9,88.4,0,0
108,2020-10-01 01:05,16.5,0,53.4,2.6,1001.8,1011.9,88.5,0,0
108,2020-10-01 01:06,16.5,0,59.1,2.4,1001.8,1011.9,88.5,0,0
108,2020-10-01 01:07,16.5,0,52.7,2.6,1001.8,1011.9,88.3,0,0
108,2020-10-01 01:08,16.5,0,67.7,3,1001.9,1012,87.4,0,0
108,2020-10-01 01:09,16.5,0,52.4,2.5,1001.9,1012,87.5,0,0
108,2020-10-01 01:10,16.5,0,58,2.3,1001.9,1012,87.6,0,0
108,2020-10-01 01:11,16.5,0,46.9,2.2,1001.9,1012,87.4,0,0
108,2020-10-01 01:12,16.4,0,61.2,2.5,1001.9,1012,87.6,0,0
108,2020-10-01 01:13,16.4,0,53,2.3,1001.9,1012,87.8,0,0
108,2020-10-01 01:14,16.4,0,51.6,2.5,1001.9,1012,87.2,0,0
108,2020-10-01 01:15,16.4,0,52.1,2.3,1002,1012.1,86.8,0,0
108,2020-10-01 01:16,16.4,0,53.5,2.4,1002,1012.1,87.4,0,0
108,2020-10-01 01:17,16.4,0,53,2.1,1002,1012.1,87.3,0,0
108,2020-10-01 01:18,16.4,0,57.3,2.2,1002,1012.1,86.7,0,0
108,2020-10-01 01:19,16.4,0,49.3,2.4,1002,1012.1,87.1,0,0
108,2020-10-01 01:20,16.4,0,52.2,1.9,1002,1012.1,86.8,0,0
108,2020-10-01 01:21,16.4,0,59.9,2.7,1002,1012.1,87,0,0
108,2020-10-01 01:22,16.4,0,47.7,3.1,1001.9,1012,87.5,0,0
108,2020-10-01 01:23,16.4,0,54.7,2.3,1001.9,1012,87.4,0,0
108,2020-10-01 01:24,16.4,0,49.6,2.1,1001.9,1012,87.5,0,0
108,2020-10-01 01:25,16.4,0,50.2,2.3,1001.9,1012,87.4,0,0
108,2020-10-01 01:26,16.4,0,47,2.2,1001.9,1012,87.6,0,0
108,2020-10-01 01:27,16.3,0,48.7,2.2,1001.9,1012,87.7,0,0
108,2020-10-01 01:28,16.3,0,49.3,1.8,1001.9,1012,87.2,0,0
108,2020-10-01 01:29,16.3,0,49.4,2.3,1001.9,1012,87,0,0
108,2020-10-01 01:30,16.3,0,53.8,2.1,1001.8,1011.9,86.2,0,0
108,2020-10-01 01:31,16.3,0,60.2,2.7,1001.8,1011.9,87.1,0,0
108,2020-10-01 01:32,16.3,0,54.5,2.1,1001.8,1011.9,87.3,0,0
108,2020-10-01 01:33,16.3,0,60.7,2.4,1001.8,1011.9,86.7,0,0
108,2020-10-01 01:34,16.3,0,51.5,2.5,1001.8,1011.9,85.8,0,0
108,2020-10-01 01:35,16.3,0,59,2.4,1001.8,1011.9,86.6,0,0
108,2020-10-01 01:36,16.3,0,52.2,2.3,1001.8,1011.9,87.1,0,0
108,2020-10-01 01:37,16.3,0,53.8,2.3,1001.8,1011.9,87,0,0
108,2020-10-01 01:38,16.3,0,52.4,2.7,1001.8,1011.9,87.5,0,0
108,2020-10-01 01:39,16.3,0,55,2.9,1001.8,1011.9,87.2,0,0
108,2020-10-01 01:40,16.3,0,54.1,2.3,1001.9,1012,87.4,0,0
108,2020-10-01 01:41,16.3,0,45.9,1.8,1001.9,1012,87.2,0,0
108,2020-10-01 01:42,16.3,0,45.3,2.5,1001.9,1012,87.4,0,0
108,2020-10-01 01:43,16.3,0,48.4,2.3,1001.9,1012,86.7,0,0
108,2020-10-01 01:44,16.2,0,52.6,2.4,1001.9,1012,87.4,0,0
108,2020-10-01 01:45,16.3,0,47.3,2.4,1001.9,1012,87.1,0,0
108,2020-10-01 01:46,16.2,0,51.8,2.5,1001.9,1012,87.3,0,0
108,2020-10-01 01:47,16.2,0,49.1,2.3,1001.9,1012,87.1,0,0
108,2020-10-01 01:48,16.2,0,51.4,2.7,1002,1012.1,87.4,0,0
108,2020-10-01 01:49,16.2,0,57.1,2.1,1002,1012.1,86,0,0
108,2020-10-01 01:50,16.2,0,52.7,2.5,1002,1012.1,86.5,0,0
108,2020-10-01 01:51,16.2,0,60.6,2.7,1002,1012.1,87.3,0,0
108,2020-10-01 01:52,16.2,0,53,2.5,1002,1012.1,87.3,0,0
108,2020-10-01 01:53,16.2,0,53.6,1.9,1002,1012.1,87.5,0,0
108,2020-10-01 01:54,16.2,0,47,2.7,1002,1012.1,87.7,0,0
108,2020-10-01 01:55,16.2,0,48.9,2.5,1002,1012.1,87.6,0,0
108,2020-10-01 01:56,16.2,0,47.4,2.1,1002,1012.1,87.4,0,0
108,2020-10-01 01:57,16.2,0,52.1,2.2,1002,1012.1,87.4,0,0
108,2020-10-01 01:58,16.2,0,54.6,2.2,1002,1012.1,88,0,0
108,2020-10-01 01:59,16.2,0,61.3,2.6,1002,1012.1,87.7,0,0
108,2020-10-01 02:00,16.2,0,55.8,1.7,1002,1012.1,87.4,0,0
108,2020-10-01 02:01,16.2,0,51.3,2.1,1002,1012.1,87.8,0,0
108,2020-10-01 02:02,16.2,0,66.5,2.4,1002,1012.1,87.2,0,0
108,2020-10-01 02:03,16.2,0,48.8,2.1,1002,1012.1,87.5,0,0
108,2020-10-01 02:04,16.2,0,52.6,2,1002,1012.1,87.3,0,0
108,2020-10-01 02:05,16.2,0,49.2,2.2,1002,1012.1,87.6,0,0
108,2020-10-01 02:06,16.2,0,53.1,2.1,1002,1012.1,87.3,0,0
108,2020-10-01 02:07,16.2,0,59.1,2.1,1002,1012.1,87.5,0,0
108,2020-10-01 02:08,16.2,0,52.2,2.6,1002,1012.1,87.8,0,0
108,2020-10-01 02:09,16.2,0,46.2,1.9,1002,1012.1,87.6,0,0
108,2020-10-01 02:10,16.2,0,62,1.9,1002,1012.1,87.1,0,0
108,2020-10-01 02:11,16.1,0,60,1.9,1002,1012.1,86.4,0,0
108,2020-10-01 02:12,16.1,0,50.5,1.3,1002,1012.1,86.5,0,0
108,2020-10-01 02:13,16.1,0,55.4,1.4,1002,1012.1,86.7,0,0
108,2020-10-01 02:14,16.1,0,49.7,1.9,1002,1012.1,87.4,0,0
108,2020-10-01 02:15,16.1,0,52.4,1.8,1002,1012.1,87,0,0
108,2020-10-01 02:16,16.1,0,51.5,1.6,1002.1,1012.2,86.6,0,0
108,2020-10-01 02:17,16.1,0,54.8,1.9,1002.1,1012.2,87.3,0,0
108,2020-10-01 02:18,16.1,0,46,2,1002.1,1012.2,86.6,0,0
108,2020-10-01 02:19,16.1,0,47.5,2.1,1002.1,1012.2,86.5,0,0
108,2020-10-01 02:20,16.1,0,45.3,1.7,1002.1,1012.2,87.2,0,0
108,2020-10-01 02:21,16.1,0,48.2,1.9,1002.1,1012.2,86.7,0,0
108,2020-10-01 02:22,16.1,0,59,2.5,1002.1,1012.2,86.7,0,0
108,2020-10-01 02:23,16.1,0,60.1,2.4,1002.1,1012.2,87.1,0,0
108,2020-10-01 02:24,16.1,0,48.9,1.8,1002.1,1012.2,87.2,0,0
108,2020-10-01 02:25,16.1,0,45.3,1.7,1002.2,1012.3,86.5,0,0
108,2020-10-01 02:26,16.1,0,58.3,2.1,1002.2,1012.3,87,0,0
108,2020-10-01 02:27,16.1,0,46.9,1.8,1002.2,1012.3,87.3,0,0
108,2020-10-01 02:28,16.1,0,43.8,2.1,1002.2,1012.3,87.4,0,0
108,2020-10-01 02:29,16.2,0,50.2,2.3,1002.2,1012.3,87.4,0,0
108,2020-10-01 02:30,16.1,0,46.1,1.9,1002.2,1012.3,87.2,0,0
108,2020-10-01 02:31,16.1,0,54,1.9,1002.2,1012.3,87.7,0,0
