16 car [992, 555]
15 car [1219, 636]
14 car [959, 253]
13 car [234, 604]
12 car [943, 391]
11 car [1009, 447]
10 car [511, 513]
9 car [1092, 413]
8 car [567, 435]
7 car [772, 184]
6 car [589, 325]
5 car [845, 261]
4 car [604, 285]
3 car [674, 129]
2 car [613, 250]
1 car [767, 175]
0 frame changed

26 car [925, 371]
25 car [98, 637]
24 car [985, 424]
23 car [834, 244]
22 car [1068, 392]
21 car [554, 408]
20 car [754, 157]
19 car [1249, 593]
18 car [1247, 519]
17 car [535, 683]
16 car [1013, 523]
14 car [959, 252]
10 car [465, 539]
8 car [563, 461]
6 car [583, 337]
4 car [601, 297]
1 car [768, 174]
0 frame changed

16 car [1016, 492]
14 car [960, 252]
8 car [552, 484]
6 car [577, 351]
4 car [600, 312]
0 frame changed

22 car [1019, 364]
21 car [529, 438]
20 car [752, 159]
14 car [959, 252]
8 car [527, 508]
6 car [571, 365]
4 car [596, 326]
2 car [607, 280]
0 frame changed

30 car [879, 313]
29 car [803, 210]
22 car [997, 346]
21 car [508, 458]
20 car [753, 157]
18 car [1212, 494]
14 car [959, 252]
8 car [491, 527]
6 car [564, 380]
4 car [592, 336]
2 car [604, 293]
0 frame changed

32 car [629, 226]
30 car [862, 296]
29 car [792, 199]
22 car [981, 335]
21 car [490, 476]
14 car [960, 252]
8 car [426, 552]
6 car [556, 398]
4 car [589, 353]
2 car [602, 308]
0 frame changed

41 car [1036, 516]
40 car [894, 331]
32 car [626, 236]
30 car [849, 281]
29 car [783, 189]
22 car [963, 321]
21 car [469, 505]
14 car [960, 252]
6 car [546, 416]
4 car [584, 368]
2 car [600, 323]
0 frame changed

43 car [755, 141]
40 car [880, 317]
34 car [582, 388]
32 car [625, 245]
30 car [835, 265]
22 car [946, 305]
21 car [421, 532]
14 car [961, 253]
6 car [534, 431]
4 car [580, 381]
2 car [595, 336]
0 frame changed

40 car [866, 302]
32 car [622, 256]
30 car [825, 252]
22 car [932, 292]
21 car [360, 553]
14 car [961, 253]
6 car [524, 451]
4 car [575, 401]
2 car [591, 341]
0 frame changed

40 car [855, 287]
32 car [620, 266]
30 car [815, 237]
29 car [764, 170]
22 car [919, 282]
15 car [1191, 567]
14 car [961, 252]
6 car [508, 468]
4 car [566, 418]
2 car [586, 353]
0 frame changed

40 car [841, 273]
38 car [885, 324]
32 car [617, 274]
30 car [805, 225]
28 car [587, 318]
22 car [907, 268]
15 car [1197, 534]
14 car [962, 252]
6 car [485, 486]
4 car [560, 436]
2 car [580, 365]
0 frame changed

57 car [571, 396]
55 car [974, 337]
32 car [616, 283]
30 car [796, 212]
28 car [579, 332]
22 car [894, 255]
15 car [1178, 504]
14 car [962, 252]
6 car [443, 508]
4 car [554, 457]
2 car [574, 370]
0 frame changed

32 car [614, 293]
30 car [788, 202]
20 car [754, 158]
15 car [1158, 473]
14 car [963, 251]
4 car [549, 475]
0 frame changed

59 car [939, 300]
4 car [538, 496]
0 frame changed

0 frame changed

40 car [793, 214]
14 car [963, 251]
0 frame changed

14 car [962, 252]
0 frame changed

14 car [962, 251]
0 frame changed

71 car [851, 275]
14 car [960, 252]
0 frame changed

32 car [572, 389]
14 car [960, 252]
0 frame changed

14 car [961, 252]
0 frame changed

14 car [961, 252]
0 frame changed

82 car [827, 637]
14 car [961, 252]
0 frame changed

82 car [913, 605]
14 car [961, 252]
0 frame changed

82 car [975, 576]
14 car [959, 251]
0 frame changed

82 car [1006, 542]
14 car [959, 252]
0 frame changed

91 car [839, 265]
90 car [869, 227]
86 car [602, 296]
14 car [959, 252]
0 frame changed

92 car [768, 175]
91 car [827, 252]
14 car [959, 252]
0 frame changed

93 car [586, 338]
92 car [764, 170]
91 car [817, 238]
14 car [959, 253]
0 frame changed

97 car [994, 439]
96 car [609, 283]
95 car [653, 242]
93 car [575, 357]
91 car [807, 225]
90 car [841, 199]
14 car [959, 253]
0 frame changed

97 car [982, 418]
96 car [606, 302]
95 car [645, 258]
91 car [798, 214]
14 car [959, 253]
0 frame changed

97 car [967, 400]
96 car [602, 322]
95 car [640, 270]
92 car [747, 154]
91 car [789, 207]
14 car [959, 253]
0 frame changed

97 car [948, 380]
96 car [595, 338]
95 car [628, 284]
92 car [744, 151]
91 car [780, 197]
14 car [959, 253]
0 frame changed

99 car [746, 146]
97 car [933, 362]
96 car [590, 357]
95 car [619, 297]
93 car [519, 430]
91 car [774, 187]
88 car [401, 500]
14 car [959, 253]
0 frame changed

99 car [745, 143]
97 car [915, 342]
95 car [613, 313]
91 car [767, 181]
14 car [960, 253]
0 frame changed

99 car [746, 141]
97 car [897, 324]
95 car [603, 325]
91 car [763, 173]
14 car [963, 252]
0 frame changed

104 car [592, 350]
99 car [748, 135]
97 car [884, 307]
96 car [576, 417]
93 car [452, 489]
91 car [756, 167]
14 car [962, 252]
0 frame changed

104 car [580, 367]
99 car [752, 131]
97 car [865, 288]
96 car [570, 435]
93 car [422, 512]
91 car [751, 159]
14 car [960, 251]
0 frame changed

107 car [894, 244]
104 car [570, 379]
97 car [852, 275]
96 car [562, 456]
93 car [363, 536]
91 car [746, 155]
14 car [959, 252]
0 frame changed

107 car [881, 232]
104 car [555, 395]
97 car [837, 257]
96 car [547, 481]
14 car [959, 252]
0 frame changed

14 car [959, 253]
0 frame changed

115 car [1007, 479]
14 car [959, 253]
0 frame changed

115 car [1001, 452]
113 car [945, 517]
104 car [497, 459]
14 car [959, 252]
0 frame changed

115 car [981, 420]
113 car [969, 487]
104 car [473, 480]
14 car [959, 253]
0 frame changed

115 car [964, 393]
113 car [980, 457]
104 car [445, 506]
14 car [958, 253]
0 frame changed

126 car [1063, 521]
113 car [979, 427]
104 car [406, 526]
14 car [959, 252]
0 frame changed

127 car [771, 187]
113 car [968, 400]
14 car [959, 252]
0 frame changed

127 car [765, 181]
14 car [959, 252]
0 frame changed

14 car [959, 252]
0 frame changed

131 car [1032, 526]
14 car [959, 252]
0 frame changed

14 car [959, 251]
0 frame changed

14 car [958, 252]
0 frame changed

127 car [746, 152]
14 car [959, 252]
0 frame changed

136 car [666, 199]
127 car [745, 146]
14 car [959, 252]
0 frame changed

136 car [657, 215]
127 car [745, 142]
14 car [959, 252]
0 frame changed

