frame_num,id,d2x,d2y,rx,ry,heading
1,V9,1089,530,289674,140980,
1,V8,688,523,183008,139118,
1,V7,576,421,153216,111986,
1,V6,181,477,48146,126882,
1,V5,841,367,223706,97622,
1,V4,724,401,192584,106666,
1,V3,44,636,11704,169176,
1,V2,471,340,125286,90440,
1,V1,472,283,125552,75278,
3,V8,839,604,223174,160664,
3,V6,143,522,38038,138852,
4,V8,944,639,251104,169974,
4,V7,627,471,166782,125286,
4,V6,116,551,30856,146566,
4,V5,860,397,228760,105602,
4,V2,448,350,119168,93100,
4,V1,447,296,118902,78736,
5,V17,1179,442,313614,117572,
5,V16,446,502,118636,133532,
5,V15,903,311,240198,82726,
5,V11,484,327,128744,86982,
5,V8,1048,672,278768,178752,
5,V7,658,494,175028,131404,
5,V6,94,586,25004,155876,
5,V4,863,468,229558,124488,
5,V2,444,357,118104,94962,
5,V1,437,299,116242,79534,
6,V24,566,378,150556,100548,
6,V23,737,427,196042,113582,
6,V20,594,326,158004,86716,
6,V17,1226,460,326116,122360,
6,V16,468,546,124488,145236,
6,V7,702,522,186732,138852,
6,V6,77,630,20482,167580,
6,V4,946,484,251636,128744,
6,V2,435,363,115710,96558,
6,V1,425,308,113050,81928,
7,V35,571,428,151886,113848,
7,V34,381,426,101346,113316,
7,V32,475,335,126350,89110,
7,V31,160,476,42560,126616,
7,V29,848,372,225568,98952,
7,V28,923,325,245518,86450,
7,V25,1023,391,272118,104006,
7,V24,569,378,151354,100548,
7,V23,763,442,202958,117572,
7,V22,1041,230,276906,61180,
7,V20,592,325,157472,86450,
7,V16,493,595,131138,158270,
7,V7,761,554,202426,147364,
7,V5,927,423,246582,112518,
7,V2,427,369,113582,98154,
7,V1,411,315,109326,83790,
8,V36,356,232,94696,61712,
8,V35,580,441,154280,117306,
8,V34,382,440,101612,117040,
8,V32,470,339,125020,90174,
8,V31,147,513,39102,136458,
8,V30,543,253,144438,67298,
8,V29,855,391,227430,104006,
8,V28,932,326,247912,86716,
8,V23,806,464,214396,123424,
8,V22,1034,229,275044,60914,
8,V16,529,636,140714,169176,
8,V14,985,349,262010,92834,
8,V7,839,601,223174,159866,
8,V5,974,438,259084,116508,
8,V2,419,377,111454,100282,
8,V1,397,321,105602,85386,
9,V39,520,310,138320,82460,
9,V38,588,339,156408,90174,
9,V36,346,230,92036,61180,
