9,2,9,8.567368851329762
4,5,3,8.197273052059543
8,5,10,10.2634739944356
8,10,10,6.434286699690774
1,6,3,6.319802857945939
5,7,1,10.74344729446913
3,4,4,13.240375194425395
6,5,8,17.45393590304291
3,4,5,16.00354891029204
3,8,8,9.868779663235422
3,8,3,6.756175174881575
2,3,1,13.162002736202496
1,5,2,16.264562845935316
9,1,4,16.516194048457862
5,3,5,8.741638305144221
1,1,10,17.538127047253802
10,7,7,10.278022856026872
7,9,6,13.910812665569615
3,2,5,17.86264589214393
5,6,1,5.308094615157385
2,7,6,14.61531650290577
6,5,10,15.532422100772338
4,7,6,6.5796455151952475
5,6,4,5.136391006452613
5,1,1,10.953475615500595
4,9,1,16.699015239634424
8,9,9,10.520155718331761
2,6,7,8.696933158704244
2,10,9,13.945349557118774
8,4,9,6.7546108243405225
8,3,7,5.11334968256077
1,9,7,17.521869235703434
3,8,2,8.98757575209408
10,2,2,5.44554045255816
10,5,8,15.706016997425444
4,7,9,14.912901276331912
3,1,6,17.11558224019916
6,8,1,13.751042552809192
9,4,9,15.261557635876942
2,10,2,12.858109151063175
1,2,6,13.76173560689009
8,3,2,11.65246696230559
7,8,8,17.952471943877207
3,8,2,9.583898321605426
1,7,3,12.16400406796311
9,5,7,16.70689280700629
3,4,6,5.687144166103566
6,4,8,7.126716157338331
2,4,5,13.495466670821298
9,5,8,6.174024430066417
2,8,3,12.636564566149602
6,8,4,10.738686526107758
5,5,7,15.76028235086551
3,2,3,15.22233979069281
9,2,3,14.413708952673119
4,9,5,8.993926351172409
6,8,4,17.0491545648811
1,9,6,6.816539079411957
10,9,10,8.538602814649602
4,9,2,5.886330961723178
7,8,6,10.615552729657615
4,10,2,12.150613099924858
5,1,4,6.384678963171643
8,7,8,7.0367226368805875
7,1,4,7.625198507559606
4,8,6,15.690302630101892
10,5,6,13.414773796791927
1,6,1,12.83331569962041
5,2,10,10.104318665601863
5,6,5,15.57368028840906
6,6,8,6.617589240851192
8,4,3,5.11681723860222
7,5,4,16.602344528988766
7,4,2,15.508852509284015
3,7,6,11.565526514454767
5,6,10,14.169067801943402
3,1,6,8.628566988701472
8,1,7,17.75582497547265
2,7,1,7.157207044026017
7,2,3,10.858662239149076
7,10,3,14.78640502953807
1,9,4,7.03315983798636
8,1,5,6.170821317411881
3,4,10,10.299001847771649
4,10,10,7.355552834426113
6,3,6,11.18105781098303
5,7,10,5.595293712377822
3,6,6,14.05451200744614
5,5,7,7.563567254483141
4,6,2,10.49744759902714
8,8,9,8.954623191786265
10,4,8,15.792988836832546
1,1,6,6.708216043658966
1,8,5,16.26712144788565
6,9,1,6.221552256314174
10,3,8,6.509813647303176
7,1,3,8.008145374945446
7,6,5,16.528788182381682
6,1,9,16.309308499047376
7,10,3,16.02848624725323
5,3,1,10.535939583007842
8,2,3,16.407635262500087
4,7,6,10.198863463791213
10,1,8,16.510878016095536
3,4,4,15.041610262094999
4,8,10,10.974214881744972
9,4,8,10.934733425140415
8,10,9,17.887135294602437
2,6,1,14.268158851990172
6,3,7,15.927801046690472
10,1,9,15.300273657681918
4,10,9,5.890575262367756
1,4,3,8.584674423124845
7,7,8,10.683965082677414
3,3,7,8.520849483297356
4,5,4,14.644357542093408
5,2,8,10.438673218640002
9,9,5,6.35009443721013
10,6,4,12.40043105356116
9,2,3,6.195800618137525
6,5,10,6.992748069765528
3,8,7,6.357207919410691
8,7,10,14.227871952482323
6,6,7,16.701206770843946
10,9,8,10.00734390791094
1,4,3,11.376573984952604
10,6,5,10.735970888562097
9,1,4,6.492262661344633
7,10,8,12.935120793750254
3,2,1,16.72872160749409
1,5,2,8.45019114974951
6,4,3,13.150259554377605
4,2,5,6.659756648770813
3,1,1,10.319864525557207
4,7,4,16.256062698692965
7,10,9,15.39963066362028
5,10,4,10.973154513698471
2,7,5,12.698828265908968
4,7,6,17.6501389901533
2,4,9,12.340618266828214
5,4,3,9.122039359504644
9,4,8,5.643459194467423
9,8,5,11.537453790763092
3,3,7,8.09386778135508
3,5,4,6.52617947645907
8,10,7,11.021826380723223
3,3,4,16.02705416178642
2,8,2,8.664577806152657
3,2,3,8.66701159085795
8,3,5,12.425492851212864
2,9,4,5.6232105662960645
1,4,1,16.159254255909993
6,3,7,12.860286327566428
4,10,10,17.583502405561894
6,3,8,16.775109874845235
3,4,8,12.242386923892429
