측정일시,측정소명,이산화질소농도(ppm),오존농도(ppm),이산화탄소농도(ppm),아황산가스(ppm),미세먼지(㎍/㎥),초미세먼지(㎍/㎥)
20190101,강남구,0.028,0.012,0.6,0.005,37,31
20190101,강남대로,0.041,0.01,0.9,0.004,40,28
20190101,강동구,0.04,0.01,0.8,0.005,43,32
20190101,강변북로,0.048,0.009,0.5,0.005,45,27
20190101,강북구,0.026,0.019,0.6,0.003,46,29
20190101,강서구,0.03,0.017,0.6,0.005,47,25
20190101,공항대로,0.034,0.012,0.7,0.005,44,29
20190101,관악구,0.036,0.016,0.5,0.005,41,29
20190101,관악산,0.011,0.024,,0.004,31,18
20190101,광진구,0.036,0.01,1.1,0.004,37,26
20190101,구로구,0.028,0.016,0.4,0.006,34,18
20190101,궁동,0.03,0.03,0.6,0.004,30,22
20190101,금천구,0.034,0.014,0.6,0.004,34,25
20190101,남산,0.032,0.019,1.1,0.005,37,22
20190101,노원구,0.033,0.013,0.7,0.005,44,32
20190101,도봉구,0.026,0.018,1.2,0.004,36,25
20190101,도산대로,0.026,0.013,1.1,0.004,40,23
20190101,동대문구,0.033,0.015,0.8,0.007,37,31
20190101,동작구,0.034,0.015,0.5,0.003,43,28
20190101,동작대로,0.023,0.01,0.6,0.007,44,24
20190101,마포구,0.022,0.014,0.5,0.003,42,18
20190101,북한산,0.007,0.029,0.5,0.004,30,19
20190101,서대문구,0.028,0.016,1,0.005,38,27
20190101,서초구,0.032,0.015,0.4,0.004,37,20
20190101,성동구,0.033,0.015,0.6,0.003,46,29
20190101,성북구,0.038,0.014,0.8,0.004,38,21
20190101,세곡,0.028,0.014,2.3,0.005,39,24
20190101,송파구,0.042,0.011,0.8,0.004,44,28
20190101,시흥대로,0.033,0.016,0.6,0.004,32,22
20190101,신촌로,0.041,0.01,0.7,0.005,35,25
20190101,양천구,0.033,0.014,0.6,0.002,46,29
20190101,영등포구,0.023,0.015,0.7,0.004,40,28
20190101,영등포로,0.039,0.011,0.7,0.004,34,19
20190101,용산구,0.033,0.013,0.6,0.003,31,25
20190101,은평구,0.024,0.019,0.9,0.005,34,23
20190101,정릉로,0.055,0.01,0.7,0.005,43,31
20190101,종로,0.031,0.016,0.6,0.003,35,22
20190101,종로구,0.033,0.016,0.7,0.004,35,22
20190101,중구,0.032,0.019,0.6,0.003,38,26
20190101,중랑구,0.032,0.012,0.7,0.007,36,26
20190101,천호대로,0.045,0.011,0.9,0.004,40,23
20190101,청계천로,0.035,0.014,0.7,0.004,30,23
20190101,한강대로,0.048,0.015,0.7,0.004,39,27
20190101,행주,0.025,0.018,1,0.004,49,26
20190101,홍릉로,0.026,0.011,0.6,0.005,45,31
20190101,화랑로,0.027,0.01,0.7,0.004,37,25
20190102,강남구,0.032,0.01,0.6,0.006,31,25
20190102,강남대로,0.054,0.007,1,0.005,41,22
20190102,강동구,0.04,0.009,0.6,0.005,34,25
20190102,강변북로,0.051,0.007,0.5,0.005,40,23
20190102,강북구,0.029,0.017,0.6,0.003,36,23
20190102,강서구,0.036,0.015,0.6,0.006,41,23
20190102,공항대로,0.05,0.007,0.8,0.006,48,27
20190102,관악구,0.045,0.013,0.5,0.006,36,25
20190102,관악산,0.018,0.016,,0.004,31,18
20190102,광진구,0.039,0.007,1.1,0.004,31,20
20190102,구로구,0.034,0.014,0.4,0.006,32,15
20190102,궁동,0.047,0.026,0.9,0.005,35,23
20190102,금천구,0.041,0.011,0.6,0.005,33,24
20190102,남산,0.028,0.021,1.1,0.005,31,18
20190102,노원구,0.037,0.011,0.7,0.006,36,26
20190102,도봉구,0.027,0.017,1.1,0.004,29,21
20190102,도산대로,0.03,0.011,1.2,0.004,34,17
20190102,동대문구,0.033,0.014,0.7,0.007,30,24
20190102,동작구,0.041,0.011,0.6,0.004,34,23
20190102,동작대로,0.028,0.007,0.7,0.008,38,18
20190102,마포구,0.029,0.009,0.6,0.003,38,18
20190102,북한산,0.008,0.027,0.5,0.004,25,17
20190102,서대문구,0.03,0.013,1,0.005,32,22
20190102,서초구,0.035,0.014,0.3,0.004,26,11
20190102,성동구,0.038,0.011,0.6,0.003,39,24
20190102,성북구,0.046,0.01,0.9,0.004,32,17
20190102,세곡,0.041,0.008,2.3,0.006,39,20
20190102,송파구,0.042,0.009,0.7,0.004,37,21
20190102,시흥대로,0.044,0.011,0.8,0.006,33,20
20190102,신촌로,0.054,0.007,0.9,0.006,33,23
20190102,양천구,0.039,0.012,0.6,0.003,40,24
20190102,영등포구,0.029,0.013,0.8,0.005,37,25
20190102,영등포로,0.046,0.009,0.7,0.005,30,16
20190102,용산구,0.034,0.013,0.5,0.003,24,18
20190102,은평구,0.026,0.018,1,0.005,29,19
20190102,정릉로,0.062,0.006,0.7,0.005,37,24
20190102,종로,0.033,0.014,0.5,0.004,31,18
20190102,종로구,0.034,0.014,0.7,0.004,31,19
20190102,중구,0.034,0.017,0.5,0.004,31,21
20190102,중랑구,0.031,0.012,0.6,0.007,28,21
20190102,천호대로,0.05,0.007,0.7,0.005,36,19
20190102,청계천로,0.038,0.013,0.7,0.005,27,20
20190102,한강대로,0.05,0.016,0.7,0.004,33,21
20190102,행주,0.04,0.012,1,0.005,42,22
20190102,홍릉로,0.026,0.01,0.6,0.005,37,26
20190102,화랑로,0.03,0.008,0.6,0.004,30,19
20190103,강남구,0.043,0.004,0.8,0.006,40,30
20190103,강남대로,0.061,0.004,1,0.004,45,24
20190103,강동구,0.053,0.004,0.8,0.006,48,35
20190103,강변북로,0.063,0.004,0.6,0.004,47,26
20190103,강북구,0.038,0.01,0.7,0.003,45,28
20190103,강서구,0.042,0.009,0.6,0.006,44,20
20190103,공항대로,0.057,0.005,0.8,0.006,51,27
20190103,관악구,0.049,0.01,0.5,0.006,37,23
20190103,관악산,0.015,0.01,,0.004,22,13
20190103,광진구,0.05,0.003,1.3,0.005,43,27
20190103,구로구,0.037,0.011,0.4,0.007,32,13
20190103,궁동,0.055,0.028,0.7,0.005,38,22
20190103,금천구,0.046,0.008,0.6,0.005,31,21
20190103,남산,0.046,0.01,1.2,0.005,33,17
20190103,노원구,0.049,0.005,0.9,0.006,49,33
20190103,도봉구,0.039,0.007,1,0.004,40,25
20190103,도산대로,0.036,0.006,1.4,0.004,38,19
20190103,동대문구,0.047,0.006,0.8,0.008,36,29
20190103,동작구,0.046,0.009,0.6,0.004,33,21
20190103,동작대로,0.03,0.005,0.7,0.008,44,19
20190103,마포구,0.029,0.007,0.6,0.002,38,19
20190103,북한산,0.021,0.018,0.6,0.004,33,18
20190103,서대문구,0.034,0.009,1.1,0.006,38,23
20190103,서초구,0.041,0.007,0.4,0.005,30,12
20190103,성동구,0.045,0.006,0.6,0.004,45,27
20190103,성북구,0.053,0.005,0.9,0.005,42,19
20190103,세곡,0.051,0.006,2.5,0.007,49,22
20190103,송파구,0.055,0.004,0.9,0.005,51,29
20190103,시흥대로,0.054,0.007,0.8,0.006,34,19
20190103,신촌로,0.055,0.005,0.9,0.006,33,21
20190103,양천구,0.042,0.01,0.6,0.003,39,21
20190103,영등포구,0.034,0.009,0.8,0.005,39,23
20190103,영등포로,0.052,0.006,0.8,0.005,30,14
20190103,용산구,0.046,0.005,0.6,0.004,29,20
20190103,은평구,0.034,0.01,0.8,0.005,34,19
20190103,정릉로,0.067,0.003,0.7,0.005,45,28
20190103,종로,0.046,0.006,0.7,0.004,39,20
20190103,종로구,0.048,0.007,0.8,0.005,36,21
20190103,중구,0.046,0.008,0.6,0.004,35,21
20190103,중랑구,0.04,0.006,0.7,0.007,36,25
20190103,천호대로,0.065,0.003,1.1,0.006,51,27
20190103,청계천로,0.051,0.005,1,0.005,33,23
20190103,한강대로,0.065,0.008,0.8,0.005,38,22
20190103,행주,0.036,0.015,0.9,0.005,40,19
20190103,홍릉로,0.032,0.006,0.6,0.006,44,26
20190103,화랑로,0.035,0.005,0.8,0.004,41,27
20190104,강남구,0.05,0.004,0.9,0.006,58,48
20190104,강남대로,0.071,0.003,1.3,0.005,54,38
20190104,강동구,0.06,0.003,0.9,0.006,60,45
20190104,강변북로,0.074,0.003,0.9,0.004,67,45
20190104,강북구,0.053,0.004,0.9,0.004,66,43
20190104,강서구,0.071,0.004,1.2,0.007,73,39
20190104,공항대로,0.068,0.002,1.2,0.008,76,47
20190104,관악구,0.073,0.005,1.1,0.007,63,44
20190104,관악산,0.013,0.024,,0.004,34,21
20190104,광진구,0.057,0.002,1.4,0.005,59,40
20190104,구로구,0.056,0.004,0.8,0.009,62,35
20190104,궁동,0.082,0.014,1.1,0.005,56,39
20190104,금천구,0.059,0.004,0.9,0.006,43,33
20190104,남산,0.064,0.004,1.4,0.007,49,25
20190104,노원구,0.062,0.003,1.1,0.008,63,47
20190104,도봉구,0.05,0.005,1,0.005,55,40
20190104,도산대로,0.049,0.005,1.7,0.005,65,40
20190104,동대문구,0.06,0.004,1.1,0.008,59,49
20190104,동작구,0.065,0.005,1,0.005,54,40
20190104,동작대로,0.036,0.004,1.1,0.009,61,39
20190104,마포구,0.047,0.003,1.1,0.004,67,41
20190104,북한산,0.038,0.01,0.7,0.005,46,35
20190104,서대문구,0.05,0.003,1.4,0.007,57,42
20190104,서초구,0.045,0.004,0.8,0.006,56,30
20190104,성동구,0.057,0.003,1,0.005,73,46
20190104,성북구,0.069,0.003,1.3,0.006,54,33
20190104,세곡,0.059,0.006,2.9,0.008,56,30
20190104,송파구,0.063,0.004,1.1,0.006,63,40
20190104,시흥대로,0.068,0.004,1.3,0.007,50,31
20190104,신촌로,0.074,0.003,1.3,0.008,51,39
20190104,양천구,0.073,0.003,1.2,0.004,68,42
20190104,영등포구,0.047,0.006,1.1,0.005,67,48
20190104,영등포로,0.076,0.003,1.4,0.007,53,31
20190104,용산구,0.064,0.002,1,0.006,50,40
20190104,은평구,0.054,0.005,1,0.006,54,34
20190104,정릉로,0.082,0.002,1.1,0.006,62,46
20190104,종로,0.065,0.002,1.1,0.006,58,36
20190104,종로구,0.068,0.003,1.3,0.005,56,36
20190104,중구,0.068,0.003,1,0.006,55,37
20190104,중랑구,0.053,0.003,0.9,0.008,51,37
20190104,천호대로,0.069,0.003,1.2,0.007,57,33
20190104,청계천로,0.069,0.003,1.4,0.007,48,37
20190104,한강대로,0.1,0.004,1.3,0.007,65,43
20190104,행주,0.068,0.005,1.2,0.006,70,37
20190104,홍릉로,0.041,0.002,0.9,0.007,64,45
20190104,화랑로,0.038,0.004,0.9,0.004,55,39
20190105,강남구,0.026,0.014,0.6,0.006,63,49
20190105,강남대로,0.047,0.008,0.7,0.004,73,44
20190105,강동구,0.036,0.012,0.7,0.005,74,58
20190105,강변북로,0.047,0.009,0.5,0.004,73,46
20190105,강북구,0.017,0.028,0.6,0.004,81,51
20190105,강서구,0.028,0.019,0.6,0.006,66,34
20190105,공항대로,0.036,0.014,0.7,0.006,63,36
20190105,관악구,0.034,0.018,0.5,0.006,62,40
20190105,관악산,0.018,0.014,,0.004,52,32
20190105,광진구,0.032,0.013,0.7,0.004,68,47
20190105,구로구,0.027,0.018,0.4,0.007,56,27
20190105,궁동,0.034,0.035,0.8,0.004,44,27
20190105,금천구,0.032,0.017,0.6,0.005,55,38
20190105,남산,0.028,0.023,1.2,0.006,62,35
20190105,노원구,0.026,0.019,0.7,0.007,76,55
20190105,도봉구,0.015,0.028,0.6,0.005,62,41
20190105,도산대로,0.028,0.012,0.8,0.004,69,42
20190105,동대문구,0.024,0.019,0.8,0.008,64,48
20190105,동작구,0.032,0.019,0.6,0.004,62,44
20190105,동작대로,0.024,0.01,0.7,0.008,70,37
20190105,마포구,0.024,0.013,0.6,0.003,70,39
20190105,북한산,0.011,0.026,0.6,0.004,63,44
20190105,서대문구,0.024,0.017,0.8,0.004,68,45
20190105,서초구,0.031,0.018,0.4,0.005,59,32
20190105,성동구,0.03,0.018,0.6,0.004,77,47
20190105,성북구,0.029,0.021,0.7,0.005,63,38
20190105,세곡,0.034,0.013,1.8,0.006,60,30
20190105,송파구,0.038,0.013,0.7,0.005,69,41
20190105,시흥대로,0.039,0.014,0.7,0.005,51,31
20190105,신촌로,0.047,0.008,0.9,0.007,59,40
20190105,양천구,0.033,0.016,0.7,0.003,65,38
20190105,영등포구,0.026,0.014,0.8,0.005,64,42
20190105,영등포로,0.045,0.011,0.8,0.005,53,30
20190105,용산구,0.032,0.014,0.6,0.005,61,43
20190105,은평구,0.024,0.02,0.8,0.006,68,41
20190105,정릉로,0.046,0.012,0.6,0.005,72,46
20190105,종로,0.027,0.02,0.6,0.005,65,40
20190105,종로구,0.027,0.02,0.7,0.004,62,37
20190105,중구,0.028,0.022,0.6,0.005,63,41
20190105,중랑구,0.028,0.017,0.7,0.007,65,47
20190105,천호대로,0.052,0.011,0.8,0.006,71,42
20190105,청계천로,0.031,0.018,0.7,0.006,55,39
20190105,한강대로,0.045,0.019,0.8,0.005,67,43
20190105,행주,0.022,0.021,0.6,0.004,63,35
20190105,홍릉로,0.023,0.014,0.7,0.007,77,52
20190105,화랑로,0.026,0.013,0.6,0.004,64,46
20190106,강남구,0.035,0.007,0.6,0.006,49,30
20190106,강남대로,0.049,0.005,1,0.005,57,26
20190106,강동구,0.041,0.007,0.6,0.005,51,29
20190106,강변북로,0.05,0.007,0.5,0.004,57,26
20190106,강북구,0.029,0.015,0.6,0.004,57,27
20190106,강서구,0.031,0.014,0.5,0.006,56,21
20190106,공항대로,0.036,0.011,0.6,0.006,49,21
20190106,관악구,0.045,0.01,0.5,0.006,59,27
20190106,관악산,0.012,0.013,,0.004,43,17
20190106,광진구,0.039,0.006,0.7,0.004,50,25
20190106,구로구,0.035,0.011,0.4,0.007,53,17
20190106,궁동,0.039,0.032,0.7,0.005,45,21
20190106,금천구,0.041,0.01,0.6,0.006,45,25
20190106,남산,0.041,0.012,1.2,0.006,53,18
20190106,노원구,0.031,0.013,0.6,0.008,54,29
20190106,도봉구,0.029,0.014,0.7,0.005,52,24
20190106,도산대로,0.033,0.008,0.8,0.004,59,25
20190106,동대문구,0.032,0.013,0.7,0.008,47,29
20190106,동작구,0.042,0.01,0.6,0.005,51,27
20190106,동작대로,0.026,0.004,0.7,0.006,59,22
20190106,마포구,0.026,0.01,0.5,0.004,57,22
20190106,북한산,0.015,0.022,0.5,0.004,43,19
20190106,서대문구,0.03,0.011,1,0.006,48,22
20190106,서초구,0.042,0.008,0.4,0.005,52,17
20190106,성동구,0.036,0.011,0.6,0.004,63,27
20190106,성북구,0.039,0.012,0.7,0.005,50,19
20190106,세곡,0.037,0.009,2.2,0.007,52,21
20190106,송파구,0.043,0.007,0.7,0.005,58,25
20190106,시흥대로,0.046,0.009,0.7,0.006,45,21
20190106,신촌로,0.05,0.006,0.8,0.007,45,22
20190106,양천구,0.038,0.011,0.6,0.003,53,23
20190106,영등포구,0.026,0.012,0.8,0.005,57,28
20190106,영등포로,0.048,0.008,0.7,0.006,44,17
20190106,용산구,0.041,0.007,0.6,0.004,41,22
20190106,은평구,0.029,0.015,0.7,0.005,43,18
20190106,정릉로,0.048,0.009,0.5,0.006,56,26
20190106,종로,0.036,0.011,0.6,0.004,45,18
20190106,종로구,0.036,0.012,0.7,0.005,44,19
20190106,중구,0.039,0.012,0.6,0.004,44,21
20190106,중랑구,0.027,0.013,0.6,0.007,43,22
20190106,천호대로,0.049,0.006,0.7,0.006,51,21
20190106,청계천로,0.038,0.011,0.6,0.005,39,21
20190106,한강대로,0.057,0.01,0.7,0.005,56,24
20190106,행주,0.021,0.019,0.6,0.004,58,21
20190106,홍릉로,0.024,0.011,0.5,0.006,54,26
20190106,화랑로,0.028,0.008,0.6,0.004,48,23
20190107,강남구,0.045,0.006,0.9,0.007,53,43
20190107,강남대로,0.063,0.005,1.2,0.006,58,38
20190107,강동구,0.053,0.006,0.8,0.005,55,40
20190107,강변북로,0.064,0.004,0.8,0.005,64,40
20190107,강북구,0.037,0.014,0.8,0.004,61,39
20190107,강서구,0.052,0.009,0.9,0.008,69,38
20190107,공항대로,0.063,0.004,1.1,0.007,71,41
20190107,관악구,0.062,0.007,0.8,0.006,61,40
20190107,관악산,0.017,0.022,,0.004,46,26
20190107,광진구,0.051,0.006,1,0.004,56,36
20190107,구로구,0.048,0.007,0.7,0.009,57,31
20190107,궁동,0.066,0.021,1.2,0.005,60,37
20190107,금천구,0.053,0.007,0.8,0.006,49,34
20190107,남산,0.054,0.011,1.5,0.006,48,26
20190107,노원구,0.047,0.009,0.9,0.007,57,39
20190107,도봉구,0.037,0.013,0.9,0.005,52,35
20190107,도산대로,0.045,0.007,1.2,0.005,62,37
20190107,동대문구,0.047,0.01,1,0.008,52,43
20190107,동작구,0.056,0.009,0.8,0.005,53,37
20190107,동작대로,0.032,0.004,0.9,0.007,62,35
20190107,마포구,0.037,0.007,0.8,0.004,62,37
20190107,북한산,0.014,0.025,0.5,0.004,41,27
20190107,서대문구,0.04,0.009,1.3,0.007,52,35
20190107,서초구,0.045,0.007,0.7,0.006,46,27
20190107,성동구,0.049,0.007,0.9,0.004,63,37
20190107,성북구,0.056,0.009,1.2,0.005,55,31
20190107,세곡,0.049,0.008,2.6,0.007,55,28
20190107,송파구,0.055,0.006,0.9,0.005,57,35
20190107,시흥대로,0.053,0.007,1.1,0.008,52,31
20190107,신촌로,0.064,0.004,1.2,0.007,49,34
20190107,양천구,0.057,0.007,1,0.003,64,39
20190107,영등포구,0.038,0.009,1,0.006,61,42
20190107,영등포로,0.068,0.004,1.2,0.007,47,25
20190107,용산구,0.052,0.006,0.9,0.005,43,32
20190107,은평구,0.042,0.012,0.9,0.006,48,29
20190107,정릉로,0.07,0.005,0.9,0.007,62,42
20190107,종로,0.051,0.007,0.9,0.005,45,28
20190107,종로구,0.054,0.009,1.1,0.005,50,30
20190107,중구,0.053,0.011,0.9,0.005,49,31
20190107,중랑구,0.042,0.008,0.8,0.007,47,34
20190107,천호대로,0.063,0.005,1.1,0.007,56,30
20190107,청계천로,0.057,0.006,1.1,0.006,39,28
20190107,한강대로,0.085,0.008,1.1,0.006,58,36
20190107,행주,0.046,0.011,0.9,0.005,63,38
20190107,홍릉로,0.036,0.006,0.9,0.007,61,40
20190107,화랑로,0.034,0.007,0.8,0.005,51,33
20190108,강남구,0.022,0.016,0.5,0.006,36,23
20190108,강남대로,0.047,0.01,0.8,0.005,53,22
20190108,강동구,0.03,0.016,0.5,0.005,37,21
20190108,강변북로,0.04,0.013,0.4,0.005,48,20
20190108,강북구,0.014,0.028,0.5,0.004,41,19
20190108,강서구,0.026,0.02,0.5,0.006,49,21
20190108,공항대로,0.036,0.014,0.7,0.006,58,23
20190108,관악구,0.031,0.019,0.4,0.006,45,21
20190108,관악산,0.014,0.019,,0.004,37,15
20190108,광진구,0.024,0.017,0.6,0.004,37,18
20190108,구로구,0.025,0.02,0.3,0.007,41,12
20190108,궁동,0.042,0.031,0.8,0.005,42,24
20190108,금천구,0.03,0.016,0.5,0.005,44,26
20190108,남산,0.022,0.026,1,0.006,41,15
20190108,노원구,0.022,0.02,0.5,0.007,38,20
20190108,도봉구,0.014,0.027,0.6,0.005,34,14
20190108,도산대로,0.026,0.014,0.6,0.005,48,18
20190108,동대문구,0.018,0.022,0.6,0.008,33,21
20190108,동작구,0.03,0.019,0.5,0.004,42,24
20190108,동작대로,0.022,0.011,0.5,0.007,50,16
20190108,마포구,0.021,0.016,0.5,0.004,47,20
20190108,북한산,0.007,0.028,0.5,0.004,37,16
20190108,서대문구,0.019,0.02,0.8,0.005,43,19
20190108,서초구,0.027,0.02,0.3,0.005,41,12
20190108,성동구,0.026,0.02,0.5,0.004,46,21
20190108,성북구,0.026,0.022,0.6,0.005,40,13
20190108,세곡,0.033,0.017,1.8,0.006,42,18
20190108,송파구,0.031,0.016,0.5,0.005,47,19
20190108,시흥대로,0.037,0.014,0.6,0.005,37,20
20190108,신촌로,0.044,0.011,0.7,0.006,40,21
20190108,양천구,0.032,0.017,0.6,0.003,47,23
20190108,영등포구,0.025,0.015,0.7,0.005,46,23
20190108,영등포로,0.039,0.012,0.7,0.005,37,17
20190108,용산구,0.028,0.016,0.5,0.004,32,18
20190108,은평구,0.02,0.024,0.7,0.006,44,18
20190108,정릉로,0.041,0.016,0.4,0.006,45,19
20190108,종로,0.022,0.022,0.5,0.005,41,17
20190108,종로구,0.024,0.021,0.6,0.005,39,17
20190108,중구,0.024,0.025,0.5,0.005,38,19
20190108,중랑구,0.021,0.02,0.5,0.007,31,17
20190108,천호대로,0.043,0.012,0.7,0.006,38,16
20190108,청계천로,0.027,0.019,0.6,0.005,33,18
20190108,한강대로,0.042,0.022,0.6,0.005,47,20
20190108,행주,0.026,0.02,0.6,0.005,49,19
20190108,홍릉로,0.021,0.017,0.5,0.007,40,21
20190108,화랑로,0.023,0.015,0.5,0.005,31,15
20190109,강남구,0.032,0.007,0.6,0.006,45,26
20190109,강남대로,0.052,0.008,0.8,0.006,63,23
20190109,강동구,0.034,0.01,0.6,0.004,48,22
20190109,강변북로,0.047,0.008,0.5,0.005,57,23
20190109,강북구,0.029,0.012,0.7,0.004,52,22
20190109,강서구,0.04,0.008,0.6,0.006,58,22
20190109,공항대로,0.045,0.006,0.8,0.006,59,24
20190109,관악구,0.045,0.007,0.6,0.006,56,24
20190109,관악산,0.013,0.005,,0.004,52,17
20190109,광진구,0.031,0.009,0.7,0.004,47,18
20190109,구로구,0.034,0.007,0.5,0.006,51,14
20190109,궁동,0.061,0.037,0.7,0.005,42,23
20190109,금천구,0.039,0.009,0.6,0.005,54,26
20190109,남산,0.039,0.011,1.2,0.006,50,16
20190109,노원구,0.033,0.01,0.6,0.007,50,24
20190109,도봉구,0.028,0.012,0.7,0.004,45,18
20190109,도산대로,0.033,0.008,0.8,0.004,60,21
20190109,동대문구,0.031,0.01,0.7,0.008,43,25
20190109,동작구,0.041,0.009,0.6,0.004,50,24
20190109,동작대로,0.025,0.006,0.7,0.008,61,18
20190109,마포구,0.027,0.007,0.6,0.004,56,21
20190109,북한산,0.021,0.014,0.5,0.004,44,18
20190109,서대문구,0.028,0.009,0.9,0.005,52,22
20190109,서초구,0.033,0.008,0.4,0.005,49,15
20190109,성동구,0.037,0.01,0.6,0.004,59,23
20190109,성북구,0.039,0.01,0.8,0.005,50,17
20190109,세곡,0.038,0.01,1.8,0.007,51,18
20190109,송파구,0.036,0.01,0.6,0.004,59,21
20190109,시흥대로,0.046,0.007,0.8,0.006,47,23
20190109,신촌로,0.048,0.007,0.8,0.006,43,21
20190109,양천구,0.041,0.007,0.7,0.003,54,23
20190109,영등포구,0.027,0.007,0.4,0.004,55,25
20190109,영등포로,0.049,0.006,0.8,0.005,41,15
20190109,용산구,0.037,0.008,0.6,0.004,38,18
20190109,은평구,0.032,0.011,0.7,0.006,53,19
20190109,정릉로,0.047,0.009,0.6,0.006,54,24
20190109,종로,0.037,0.009,0.7,0.004,48,17
20190109,종로구,0.037,0.01,0.7,0.005,44,19
20190109,중구,0.039,0.01,0.6,0.004,46,21
20190109,중랑구,0.028,0.011,0.6,0.007,41,19
20190109,천호대로,0.048,0.007,0.7,0.006,51,17
20190109,청계천로,0.039,0.008,0.8,0.005,39,20
20190109,한강대로,0.06,0.01,0.8,0.005,54,22
20190109,행주,0.034,0.011,0.7,0.005,57,20
20190109,홍릉로,0.024,0.009,0.5,0.005,46,21
20190109,화랑로,0.026,0.009,0.6,0.005,43,16
20190110,강남구,0.045,0.003,0.8,0.007,57,41
20190110,강남대로,0.061,0.004,0.9,0.006,61,35
20190110,강동구,0.053,0.003,0.7,0.005,66,41
20190110,강변북로,0.066,0.003,0.7,0.005,69,39
20190110,강북구,0.042,0.008,0.7,0.004,65,37
20190110,강서구,0.049,0.005,0.7,0.006,64,31
20190110,공항대로,0.052,0.003,0.9,0.007,70,39
20190110,관악구,0.053,0.005,0.6,0.006,58,35
20190110,관악산,0.019,0.018,,0.004,30,18
20190110,광진구,0.052,0.002,1.1,0.004,69,38
20190110,구로구,0.042,0.002,0.4,0.005,55,25
20190110,궁동,0.058,0.028,0.7,0.005,56,35
20190110,금천구,0.048,0.005,0.7,0.006,55,34
20190110,남산,0.052,0.005,1.3,0.006,50,23
20190110,노원구,0.047,0.006,0.8,0.008,64,40
20190110,도봉구,0.036,0.008,0.8,0.005,55,33
20190110,도산대로,0.04,0.004,0.9,0.004,63,34
20190110,동대문구,0.049,0.005,0.9,0.009,57,42
20190110,동작구,0.048,0.006,0.6,0.004,49,30
20190110,동작대로,0.029,0.004,0.7,0.008,58,28
20190110,마포구,0.032,0.005,0.6,0.004,58,31
20190110,북한산,0.03,0.013,0.6,0.004,44,27
20190110,서대문구,0.039,0.006,1,0.005,54,33
20190110,서초구,0.044,0.004,0.4,0.005,48,22
20190110,성동구,0.053,0.003,0.8,0.005,69,37
20190110,성북구,0.055,0.005,1,0.005,59,26
20190110,세곡,0.047,0.006,1.3,0.01,54,23
20190110,송파구,0.056,0.003,0.8,0.005,68,35
20190110,시흥대로,0.057,0.005,0.8,0.006,48,30
20190110,신촌로,0.058,0.004,0.9,0.006,45,29
20190110,양천구,0.05,0.004,0.7,0.003,58,32
20190110,영등포구,0.033,0.007,0.5,0.004,58,37
20190110,영등포로,0.06,0.004,0.9,0.006,46,24
20190110,용산구,0.051,0.003,0.7,0.005,45,30
20190110,은평구,0.041,0.008,0.8,0.006,54,27
20190110,정릉로,0.061,0.004,0.7,0.007,68,40
20190110,종로,0.051,0.005,0.8,0.005,54,29
20190110,종로구,0.054,0.004,0.9,0.005,54,29
20190110,중구,0.052,0.005,0.7,0.005,51,29
20190110,중랑구,0.042,0.005,0.8,0.008,57,34
20190110,천호대로,0.061,0.003,0.9,0.007,62,30
20190110,청계천로,0.055,0.004,0.9,0.006,46,30
20190110,한강대로,0.071,0.006,0.8,0.006,58,34
20190110,행주,0.045,0.009,0.8,0.005,69,32
20190110,홍릉로,0.036,0.003,0.9,0.007,64,38
20190110,화랑로,0.033,0.006,0.7,0.005,59,35
20190111,강남구,0.048,0.004,0.9,0.007,74,62
20190111,강남대로,0.069,0.003,1.1,0.006,87,64
20190111,강동구,0.054,0.005,0.8,0.005,73,55
20190111,강변북로,0.063,0.004,0.8,0.005,81,59
20190111,강북구,0.046,0.006,0.9,0.005,80,51
20190111,강서구,0.063,0.003,1,0.007,98,59
20190111,공항대로,0.063,0.002,1.2,0.008,97,68
20190111,관악구,0.064,0.004,0.9,0.006,92,67
20190111,관악산,0.019,0.008,,0.004,75,48
20190111,광진구,0.049,0.004,1.1,0.004,71,51
20190111,구로구,0.05,0.002,0.7,0.007,88,56
20190111,궁동,0.074,0.019,1,0.005,74,55
20190111,금천구,0.058,0.004,1,0.006,89,65
20190111,남산,0.061,0.005,1.6,0.007,68,41
20190111,노원구,0.053,0.006,0.9,0.008,70,49
20190111,도봉구,0.043,0.006,1,0.005,68,50
20190111,도산대로,0.044,0.005,1.2,0.004,85,62
20190111,동대문구,0.044,0.004,1,0.009,69,55
20190111,동작구,0.06,0.005,0.9,0.005,81,61
20190111,동작대로,0.033,0.003,1,0.008,88,59
20190111,마포구,0.04,0.004,0.9,0.004,88,60
20190111,북한산,0.03,0.01,0.7,0.004,62,44
20190111,서대문구,0.043,0.005,1.4,0.006,73,55
20190111,서초구,0.044,0.004,0.7,0.005,75,49
20190111,성동구,0.052,0.006,0.9,0.005,81,57
20190111,성북구,0.06,0.005,1.2,0.005,66,41
20190111,세곡,0.049,0.006,1.5,0.007,73,41
20190111,송파구,0.056,0.004,0.9,0.005,80,56
20190111,시흥대로,0.066,0.006,1.2,0.006,84,54
20190111,신촌로,0.065,0.003,1.2,0.006,67,54
20190111,양천구,0.062,0.003,1,0.004,95,64
20190111,영등포구,0.04,0.006,0.7,0.004,87,67
20190111,영등포로,0.065,0.003,1.2,0.006,73,49
