,state,name,x,y,N,S,W,E,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,pearson_r,notnoise_geo
0,AL,Alabama,-86.7509,32.5901,0.0,1.0,0.0,1.0,45.39876974472736,54.594345182917266,53.03909863560725,34.762471410654314,35.78615681488503,45.977806215987705,83.0,25.000000000000004,52.07922922527689,36.44301852078479,35.44536566547331,35.0957536150846,35.648501543583166,32.129415182561665,37.25839574066458,31.000000000000004,34.82793034068567,45.0,-0.13724380507336278,1
1,AR,Arkansas,-92.2992,34.7336,0.0,1.0,0.0,1.0,42.54059160345783,53.406253635307955,38.025047656050006,84.0,68.5463434525575,67.00972066175717,40.631526525472,29.078030672471957,23.0,33.80177725712433,34.048377594737474,27.48594855873022,39.72505037542974,27.0,39.12858282606464,44.0,42.35202954569814,27.796101135487064,0.12639751740813032,1
2,AZ,Arizona,-111.625,34.2192,0.0,1.0,1.0,0.0,81.0,72.71073298746357,51.688689889073956,41.011007165916,48.45135871414933,22.999999999999996,53.2803344162485,41.59234306706707,44.12686964101772,36.621113646777985,27.083917032217013,35.77075843170742,26.0,30.7782151465535,27.33927604960759,38.222267027985524,45.0,29.15196962626536,0.15935591054663986,1
3,CA,California,-119.773,36.5341,0.0,1.0,1.0,0.0,56.13595981317136,31.1093037453917,64.96428268952015,27.0,64.17278348520279,30.311030985844187,44.009782568479274,55.970533485673556,79.0,38.0189729487697,40.45353583136884,45.00000000000001,34.595303482774774,39.95061845013269,41.44841349895338,33.634833249230745,39.22458008893016,32.0,-0.07380649954001815,1
4,CO,Colorado,-105.513,38.6777,0.0,1.0,1.0,0.0,39.19966124859304,78.0,52.4354151233907,74.19250120664483,72.25317601481001,53.520850233306646,67.66464547166154,39.00661692296798,29.0,42.0,30.714138885691504,25.0,40.40359527834279,30.97303098839155,33.09529482905673,41.40103058617712,26.969381964965827,35.29129736676184,0.07403086287287361,1
5,CT,Connecticut,-72.3573,41.5928,1.0,0.0,0.0,1.0,25.0,75.0,68.15281487113906,41.21127054364733,47.32860775506731,62.52573114951918,68.43490185747248,39.590112710988265,50.135974621991686,42.0,34.0,36.70792301455331,40.95281964954993,40.07063162010667,37.16392892262249,36.47795147362764,41.724632067884045,38.002806836818806,-0.9549454818449096,0
6,DE,Delaware,-74.9841,38.6777,1.0,0.0,0.0,1.0,37.84674077196004,70.36801915096886,48.9670579622599,46.2291326082607,79.0,55.46347640550645,56.76654518158245,22.0,63.904449252159225,47.0,34.00865303819134,37.941779489067315,44.50417206109633,37.99505779705372,31.999628342900184,44.55830897849802,29.0,41.15831719196799,0.08389115545339433,1
7,FL,Florida,-81.685,27.8744,0.0,1.0,0.0,1.0,48.71280320123685,70.21352644853413,36.112920097037744,60.51183629117723,25.0,77.0,72.53432968100121,75.70065251171195,41.848247234596165,38.19255090878357,32.92680461718686,29.76259693177385,34.653132433960074,28.0,34.811420207213324,31.81755799159698,31.768669780998017,42.0,0.07922111306429616,1
8,GA,Georgia,-83.3736,32.3329,0.0,1.0,0.0,1.0,77.96446292582534,56.13205698635395,26.0,61.607472883688686,38.499005172461814,82.00000000000001,41.416559563938435,51.839374831707026,34.50923452493963,33.896232470699694,36.52137560887868,40.0,34.55870235756962,37.82674555597587,33.0,36.92024141200016,36.62681517278772,38.48700026150769,-0.9748489480101132,0
9,IA,Iowa,-93.3714,41.9358,1.0,0.0,0.0,1.0,73.46786221264152,76.74587712612025,56.42045248372208,82.0,55.592783205499856,77.20125496312438,63.413308312075756,72.85669589563855,25.0,32.19676672467392,40.0,27.999999999999996,33.08162488870351,32.609187099503046,32.85418980116876,36.52835243519428,36.1021090059656,35.268403412073525,0.10940095620068319,1
